portfolio,total_fees,taxes_owed,num_trades,num_trades_saved,end_price_HODL,end_price_rebalanced
SLR-XMY-AEON-GRS,3948.226127519005,53874.88795261439,660,0,69457.75506981913,142293.85570189584
SYS-DASH-LSK-BYC,940.4592950498511,16197.748159454368,470,0,27135.45656581535,44208.93801665507
DMD-BLK-IOP-ETC,770.0941487584242,9945.674456792198,556,0,9716.790980102825,22395.396346877715
ETH-NEO-VTC-XST,4488.13699085598,81624.26851934992,542,28,121215.80849193205,204728.6689864965
CLAM-STEEM-RDD-LSK,875.6124091014979,14574.433935435925,478,0,25499.399009424516,39974.594935649526
TX-NEOS-ENRG-VIA,1120.2325967663337,14265.859309096693,546,0,13507.669611058813,30921.218027899544
NLG-SBD-CLAM-NEOS,558.465907588528,6893.70615279588,470,0,6450.521282751763,15450.79302804133
BYC-XMG-XLM-PIVX,1444.5492252582774,21603.14054101427,554,0,24504.57142098403,57712.330715678414
POT-CLOAK-ZCL-NEO,9418.200329849185,118767.5697396098,690,0,122647.30113605352,308776.8740007786
XMY-LTC-ZEC-CLOAK,1584.2004048888584,22464.042655992307,558,0,31690.745240855445,61773.03899925494
MONA-WAVES-VRM-EXP,1351.252602333189,20237.467973647796,522,0,27767.76778607003,41325.811814337634
RBY-XRP-RDD-DOPE,1947.725958614972,29201.26131496856,566,0,18264.335510222914,66794.24628659457
AMP-SYS-FLO-PPC,392.14198538839463,4876.040132021788,486,0,10472.894562714311,16855.37432835876
VRM-EGC-WAVES-NAV,1414.4456372119437,23357.069552425084,502,0,15792.415731240977,44059.6739533214
NXS-RDD-RBY-BYC,1761.8397007648703,21724.2426325733,616,0,21364.441596471217,60303.03767889048
BYC-WAVES-ZEC-ABY,624.5651067474711,8544.34438682839,482,0,12356.422420517656,22926.84563024404
SHIFT-VTC-DOPE-EXP,2124.4240794535976,29656.401824891425,592,0,20700.86299191705,55573.81974648138
POT-XMG-AMP-ABY,845.7752426403151,11553.213243732724,526,0,9359.04017041127,22985.772522179017
ETH-VIA-ENRG-STRAT,652.3739764109012,9313.07755211958,481,19,16336.724760476507,27512.68896605398
VTC-ERC-EXCL-SBD,1984.8883807263596,28829.003679674955,554,0,23521.84937136194,67019.47173152863
EBST-BSD-VRM-PPC,2700.3677927334033,34422.81214067406,632,0,16410.160592614608,68567.3789302661
PTC-PPC-EXCL-IOC,1095.7967198537515,15586.31301214391,518,0,17923.595970499784,32564.06502972159
IOP-EGC-SHIFT-EBST,3765.7150265215405,47706.72089170369,680,0,16252.278026403099,89396.9468100504
IOP-EMC-CLAM-BCY,567.6395893144806,7497.888919771337,552,0,8073.183794639386,17896.716646610403
NLG-DGB-XVG-EBST,4521.658508353003,59693.217167368886,678,0,70515.56707067687,138487.2735656357
MONA-REP-NEOS-LTC,1185.6652725470337,18209.586412821463,462,0,31342.181762599997,46961.05072831745
STEEM-BYC-ENRG-BLK,779.6189675023103,9344.408213636643,558,0,12976.181988522652,26033.603440882795
ENRG-RBY-PTC-GRC,930.4239168472644,12561.752313551391,502,0,13020.716173772786,27697.754029314427
AUR-BTC-RVR-XLM,783.0801835535009,16138.896550457785,378,94,20854.127094937172,40358.673093337595
RDD-ETC-NXT-BLK,823.6314707553178,12849.877670698312,492,0,14403.193793076965,29122.10972895149
BRK-EFL-XMG-DOPE,2560.9532181602276,36351.763247356095,556,0,16726.729735478395,66721.24163407736
VRM-DGB-LBC-PTC,1273.7192438713796,20141.69309892035,532,0,16401.6975031259,38033.951128875306
BRK-RVR-DCR-ETH,1145.9127434236273,17051.66762848979,524,0,19481.282519968026,45941.577545596185
LBC-EXCL-AMP-STRAT,597.5750813572869,7697.218091618248,490,0,11860.395482372678,19344.82131609281
SHIFT-IOP-XMG-DASH,1505.996986144542,21945.011896865275,590,0,14576.623807327243,42604.32142419675
AEON-LSK-SEQ-NEOS,2248.861932715487,28598.912630714225,584,0,27090.082758838882,59812.56101573384
PIVX-NXT-ABY-AMP,860.9458454906691,11901.31168997745,512,0,11880.089102379272,24651.063497701754
ZCL-DMD-BCY-EXCL,2591.040688196899,30838.05288106318,644,0,19258.85292961445,70905.6883792491
LSK-ETH-DCR-XMG,887.2538093971218,16799.11250712434,436,0,29236.686675329474,53155.667955668076
DASH-AMP-XCP-XVG,1611.227911115232,21839.430297314688,588,0,66205.51800440307,48619.99718667321
XLM-SYS-SEQ-ETC,905.8215610587852,14723.891140879567,542,0,24402.70807677649,41952.64727682293
CLOAK-SYS-REP-MONA,2525.0572941859027,35788.27098396462,596,0,46414.4169207277,110302.44509332202
DGB-MONA-LBC-VRM,1916.900166239474,27312.340348967922,594,0,29235.68747189144,58069.75076426715
ZCL-XRP-ENRG-EXCL,2403.026424129754,29413.482731200027,650,0,17743.405261362146,72280.62772380655
DMD-BLK-RBY-BTC,573.5180243805567,11084.103810305582,349,77,14321.047088926345,26835.491906142946
DASH-BTC-STRAT-ETH,232.7541248379572,7307.076255181329,205,115,17229.234334842917,24196.63943799181
BCY-DMD-LSK-NEOS,872.3435524679369,12959.951603372909,478,0,20703.417297520748,25482.715604231198
BLK-AEON-SBD-XMR,1261.18600983793,16137.775055961785,568,0,15183.314807004774,38433.531591523075
LSK-XVG-TX-EFL,3815.4340609377186,58520.54183126632,626,0,78698.81183870374,134162.3527556861
LSK-SPR-EFL-DGB,1249.3883728776204,16594.401026297644,590,0,21942.210373442475,43596.08027049812
ZCL-IOC-DOPE-XCP,3486.655576988767,34586.62610931105,728,0,15101.001484027696,75879.32035079264
XMR-AMP-NXT-XRP,689.3862572101613,10164.624070136426,494,0,14406.10547539982,24023.11645639367
PPC-BSD-EFL-BRK,997.6831062159059,14812.220818446183,518,0,13880.262031955455,34243.606907637186
BYC-DCR-BRK-STEEM,1053.6558717268476,14131.565316109563,524,0,19958.05860716541,46826.655381640456
XCP-SHIFT-ABY-DGB,1006.6700110216275,13404.487329806172,570,0,13010.982235492924,30191.202271074497
EXCL-ETH-TX-PTC,1584.6024070008439,26525.72101491589,524,0,22834.617264294895,59292.01478725039
CURE-NXT-XMY-XMR,1474.4276593919885,23904.493004974593,514,0,17327.499180251692,44173.894799602494
SEQ-RDD-SLR-TX,2015.8953415924923,29931.565694337423,592,0,20895.86368800955,62471.60747162984
EMC-ETH-DMD-BCY,677.703487359847,10877.323742352817,454,0,16919.815314540356,28552.03159910673
ETC-EGC-IOP-WAVES,829.8507775265163,11202.952069537658,558,0,9416.301170253791,25781.92426048171
BCY-RVR-XCP-NXS,1152.0795107963934,13931.111353867178,568,0,13076.074060633011,26978.670854097414
DOGE-BYC-XCP-OK,1203.9102344698128,15045.685992529918,582,0,15692.035331026356,33866.144467277154
SBD-NEO-GRC-XMY,3201.1550913005367,45403.58291693222,596,0,103744.83358628993,90664.07201121793
IOP-XST-BLK-ZEC,1203.5007666643016,15328.186434032545,600,0,15423.352479701405,37570.789192075965
SBD-BLK-XRP-NAV,995.4992688749578,14459.493546094978,506,0,11924.853395219383,32539.993412722964
PIVX-SYS-XST-DGB,1431.3075794925146,21364.862706482305,582,0,23959.88618097254,60214.29450873808
XMY-DOGE-SHIFT-NXS,1447.9769348859336,18635.4668899341,588,0,17569.708716637866,42742.14888612777
ABY-ETC-DMD-XLM,978.264693213598,16944.079860685375,520,0,19804.504056278176,37465.59824208311
PTC-EMC-EFL-GRS,3741.5955391522402,53650.641490493996,676,0,74122.90131625168,165793.37334765703
EGC-DOPE-XRP-SBD,1868.5306764374175,28011.327813257263,524,0,14851.046697439037,55598.08046551803
PPC-IOP-EXCL-EMC,1079.1511233159824,16139.592662227235,566,0,14607.995951760859,36894.61429593898
PTC-DOPE-ERC-ZEC,1667.8813840942048,22528.508765686103,566,0,20898.765674741866,60317.917364495705
STRAT-VTC-DASH-XST,1895.228736464034,29251.867816373953,590,0,26524.568585800494,66522.4300638717
IOP-EXCL-BLK-PTC,1273.5225060658445,19084.152542984175,548,0,16674.745890370632,38477.56236388272
RVR-LBC-ZEC-MONA,1367.466581185673,17889.26145416888,554,0,27437.58399622158,41220.42436464474
POT-NXS-XCP-DGB,872.8060583781746,11718.498996039138,578,0,13782.012127447799,27734.65940678115
IOC-XCP-SYS-DCR,594.9837518198859,7989.433595113133,492,0,15574.769247458635,24603.155201327812
VTC-POT-SPR-BURST,1233.7654617443643,15785.596834096857,632,0,16237.736562676373,35986.69663212325
EBST-STRAT-ZCL-PIVX,4894.38142527751,54973.94274814987,694,0,19133.769709147753,127681.02756545803
VTC-ETC-ETH-SEQ,913.4903000977545,14616.563396539892,486,18,23537.20306607495,38749.62407035191
REP-ZCL-DMD-XST,4401.69742494571,48436.00912256254,718,0,24834.19486622751,131824.74999186036
REP-EXCL-NEO-CLAM,1929.0369586637278,29408.46689833481,570,0,106661.59078482741,72619.22149888134
XMG-BLK-BYC-STEEM,984.3046533721752,13334.278497098434,506,0,15415.80020654381,35668.15410442237
EBST-WAVES-EMC-XVG,5639.834773844225,78722.11304139177,672,0,72388.87613719022,178883.0414493168
SEQ-EFL-CLAM-AUR,775.9762188728723,11889.170041042094,464,0,14355.919744100633,25587.76933459342
TX-SYS-BCY-XMY,1088.3152197894806,14952.842383606998,602,0,13183.024484618463,33945.04787927554
BLK-LSK-VRM-CLAM,907.0615906197783,14317.486726268038,486,0,19346.102470339967,28622.687424243883
DGB-GRS-REP-ABY,2263.2630678547935,30153.77326950713,668,0,66808.67472441903,103608.47198477783
GRS-DCR-REP-ZEC,1090.2108290349609,16900.023451300713,538,0,69869.99582544672,77029.71472837249
VTC-EFL-NXS-OK,2907.116640180256,42778.90598555484,600,0,26041.392908566675,86121.25153707636
EFL-EBST-AMP-ZCL,4430.398612761342,48716.75617130564,722,0,16915.328145492567,111265.46396973928
BLK-GRC-OK-ERC,1219.6995454285893,16991.290095095388,516,0,16465.90547858793,40813.73299185232
AMP-XMY-NXT-BCY,671.4385254970483,9224.767344628955,480,0,9648.345378814953,17853.617286292218
PPC-NXS-ERC-GRS,2950.2328948248214,38225.67556427068,638,0,72751.88486757848,138164.4626354581
RVR-NEO-IOC-VTC,4429.463041978249,62398.652868561214,642,0,110725.50162327553,116248.03424246926
SPR-CLAM-RVR-IOP,1214.9903540208209,12561.802283497656,634,0,7426.8011630118735,24581.83733756969
AUR-XST-NXS-RVR,2970.0714753096377,35571.69337581161,624,0,22720.374697734573,77271.3680764466
BURST-TX-XRP-PTC,1348.3985500910821,21033.741455530297,550,0,17935.730837394163,48353.141488727444
BSD-VIA-EMC-BRK,1624.3225639629889,23286.285622727657,614,0,19884.15378690752,57571.59208509683
SHIFT-ERC-GRC-BRK,1205.2616962888019,16262.395865399507,542,0,16531.432333455,38703.18558033519
NXS-NEO-ENRG-DGB,2840.8334419161033,39522.46317141409,614,0,108273.00403031416,104759.6739588487
STRAT-RDD-DMD-RVR,1875.4700876054064,27406.041980373884,566,0,19063.29803197986,52301.07118359522
DMD-RBY-CURE-DOGE,778.7243054575467,11930.041963312708,462,0,13200.949540560321,28347.080794917034
WAVES-DOGE-BRK-XMR,589.810295961395,9466.573417257376,452,0,14388.321554700853,24998.71571735237
ETC-XMR-BLK-ZEC,288.2375084483978,4420.973186814424,374,0,11732.34855012436,15645.201358036507
AMP-CURE-SEQ-EXCL,1232.8728614421082,16599.1420511136,572,0,19125.505925345617,37376.80568322774
XRP-BCY-BTC-BRK,527.4417294122984,9666.340749205692,376,94,12778.018828673568,23476.965224887954
AEON-NEO-STRAT-CLAM,1848.693571928902,29181.689796584673,522,0,105091.53582969819,70363.51298724272
CURE-ZEC-FLO-EXP,450.26124996067324,5544.3509204554,484,0,9298.465711108447,16921.126134154052
RDD-BCY-BURST-DCR,549.6743175404175,8622.832544182045,456,0,19428.504479220748,29520.66115169233
XRP-IOP-DMD-DOPE,1848.559585378447,28049.960968694988,584,0,15120.97298187725,50737.86256006734
AEON-SLR-BLK-XVG,2747.722221736167,37955.063455239084,636,0,68221.51024727743,82307.91394807995
ABY-XVG-LBC-DGB,2006.3261158657526,27036.559790922878,552,0,66476.72834777921,62365.119757762135
STRAT-STEEM-BCY-GRC,382.2102571686185,5608.744800679571,406,0,9699.837535015005,14833.696357815068
XMG-IOC-MONA-RVR,2908.015018696289,38271.24934209742,594,0,29820.914856136336,66975.36638470154
BLK-WAVES-PIVX-SEQ,761.5987552103225,11461.365261358169,482,0,16811.056067501795,27555.38881816339
FLO-NLG-IOP-SEQ,1119.9411446807471,13247.046553040194,606,0,12947.658932063972,31183.636454549203
BYC-EFL-VRM-LBC,1289.787806392232,17068.389140765375,550,0,14324.560238486607,34382.695135533155
SLR-NLG-XVG-NXS,2545.950602680279,33538.593794678396,588,0,69764.11837270242,77969.9588898466
ETH-ETC-SBD-RDD,819.9516574467701,12642.840860333283,472,10,16167.605870902855,33979.37422917193
ENRG-MONA-BURST-BTC,1055.3944708018741,18436.587113853268,434,100,30660.14025877782,49107.590965769145
LBC-BLK-EXP-ZEC,344.7143287998825,3936.2731037906497,440,0,6611.3240507068385,11497.083825633374
PTC-BTC-ABY-POT,674.7879818575411,14634.584544685073,378,108,16330.345311790586,31026.955649652045
RVR-BCY-DCR-BSD,806.2656926527212,12227.238452150468,506,0,16435.813969535844,31172.492939755208
LBC-XRP-LTC-LSK,796.7355998861127,13824.2841689739,474,0,24537.3670910078,34156.31661544151
BCY-EMC-EXP-TX,641.0755569218088,8920.178524940635,506,0,10708.76374496951,21062.86788042044
AMP-XMR-DASH-PIVX,459.07896354988236,7861.019158843186,382,0,16649.71404382313,22024.92130019491
POT-RVR-PPC-BTC,488.9932193239423,9649.115656885333,338,96,12317.642966501804,21875.853961649806
POT-AEON-NLG-ZCL,1908.7870057046835,20674.835293287175,688,0,15030.941390934922,53282.566567089474
SPR-DOPE-BLK-XST,3479.604608158074,37021.6226129104,706,0,19626.652420821167,85471.44565868344
ERC-EBST-DOPE-BURST,4338.1475500300885,53075.04964698757,674,0,21198.735403124287,124079.46225146046
ETC-AEON-SEQ-GRS,3321.0620572424255,45211.693661620724,656,0,72507.77497147638,130279.31044684672
XVG-DMD-VRM-BURST,3962.860067508678,57953.43041412319,612,0,71892.9554559926,114458.7632971294
VTC-VRM-GRS-TX,5927.49502268669,81949.20213759023,640,0,74291.92086198539,204945.2340733998
XLM-CLAM-EMC-AMP,622.0115708924158,9453.762064105389,524,0,17721.43843555377,26449.469878291697
STEEM-XRP-MONA-BSD,1721.5308662789314,29204.25359641413,520,0,32395.369806497267,72784.11049561625
NEO-GRS-SLR-ZCL,16130.486604946354,206658.53146195848,816,0,162573.9373057931,618171.9106896261
IOC-EXP-DGB-NEOS,620.482306729073,7288.566677130171,522,0,8309.557555707052,16046.609722928482
STEEM-ZCL-LSK-DMD,3430.479397199367,43307.51740196903,624,0,28420.427966084084,108096.32896720803
SHIFT-NEO-LSK-BSD,3989.328184898149,65198.07568105307,604,0,118626.77998092085,155764.6260441088
DOGE-ZCL-TX-REP,1899.0540915454599,23531.621891330626,656,0,14203.715568049407,63865.92058062284
VIA-DOGE-ENRG-ETC,515.4538476938302,7030.777520534014,480,0,12095.18781623952,19379.818953321952
AUR-TX-CLOAK-XMG,2718.6498892081477,38123.28797673672,608,0,28218.44636557533,83128.60596728182
PIVX-VTC-ABY-LBC,1209.1811166756133,17205.93538668169,556,0,17652.72563411083,34519.416652881
XVG-AMP-PIVX-ETC,1209.3851003189648,17412.01078606982,542,0,66274.9942431365,43872.53935187906
XST-RBY-LTC-VRM,2291.9295928307165,34016.972279077694,576,0,23484.09273017539,72617.34472273427
RVR-AUR-ERC-VRM,1687.7683512212711,23969.537135833765,550,0,15315.112899965288,45480.814876257326
XMR-TX-XRP-CLAM,663.7063782885169,11105.826107040957,458,0,14230.822032695973,27030.439216404084
MONA-VRM-XRP-NLG,1576.781514343219,26357.763939293203,524,0,29306.622223423685,53546.10395811896
BRK-EGC-STRAT-XRP,1198.2145555557465,17826.18469193542,552,0,13513.420377326831,37932.016962021604
BSD-XMG-SLR-DOPE,2122.0941838575545,32404.052559640793,552,0,16525.67585740389,61489.68412181022
PPC-AUR-NEO-SEQ,2184.2250898359202,34770.27539961566,544,0,107713.86459700167,77371.71030159164
ENRG-OK-PPC-XST,2339.7707548435433,28662.166859197747,652,0,21056.20313329341,63701.572702763944
XMG-VIA-EMC-ERC,1643.8497322499486,23222.274985356293,590,0,22033.11153288799,64283.75539005194
AMP-NXS-NXT-XMG,1466.8679305481655,18682.482170472278,590,0,15536.616502216944,39548.17143898514
NXT-NXS-VTC-SLR,1932.1184852864344,28124.593748908395,576,0,21506.40654045449,53981.804957105065
XMR-STRAT-BTC-NAV,485.80714944304947,11357.04661367212,307,93,18757.635520453663,31631.26388579051
BURST-BLK-RDD-AEON,1317.141141341888,19738.34833398487,564,0,18394.723927780156,48212.33947017326
