date,BTC,ETH,XRP,LTC,DASH,XEM,ETC,XMR,NEO,ZEC,QTUM,STEEM,WAVES,SC,GNO,LSK,GNT,REP,DOGE,SNT,XLM,GBYTE,DCR,FCT,DGB,OMG,BAT,PIVX,NXT
1529625600000.0,6706.91,0.07841598,7.931e-05,0.01434007,0.03865001,2.803e-05,0.00261902,0.01846367,0.00559808,0.028302,0.0015251,0.0002333,0.00052226,1.87e-06,0.0081796,0.00092568,5.38e-05,0.00524377,4.3e-07,1.072e-05,3.369e-05,0.01850002,0.01339,0.00173435,3.9e-06,0.001325,4.596e-05,0.0003593,1.667e-05
1529712000000.0,6050.0,0.07639236,8.005e-05,0.01398751,0.03883723,2.682e-05,0.002405,0.01830613,0.00546833,0.02747011,0.00146855,0.0002223,0.0004762,1.82e-06,0.00783055,0.000881,5.127e-05,0.005048,4.2e-07,1.02e-05,3.328e-05,0.01795,0.01278,0.00167293,3.59e-06,0.00134943,4.148e-05,0.000326,1.614e-05
1529798400000.0,6174.98293999,0.07682364,7.948e-05,0.01342,0.03948,2.673e-05,0.0024,0.01870799,0.00552377,0.02764598,0.00143453,0.00021811,0.00047343,1.8e-06,0.00783394,0.00091,5.009e-05,0.00501446,4.3e-07,9.86e-06,3.279e-05,0.01874675,0.01180974,0.0016165,3.42e-06,0.00133625,4.498e-05,0.00032583,1.598e-05
1529884800000.0,6152.0,0.07412799,7.72e-05,0.0131,0.0387505,2.472e-05,0.00240065,0.0197,0.00508,0.02701997,0.00131001,0.00021223,0.00043501,1.69e-06,0.00730268,0.0008858,4.556e-05,0.00495778,4.1e-07,9.12e-06,3.148e-05,0.0193624,0.01199996,0.00145676,3.21e-06,0.00127496,4.21e-05,0.00031039,1.494e-05
1529971200000.0,6233.96999895,0.07337725,7.705e-05,0.01305237,0.03826,2.529e-05,0.00254046,0.02017976,0.00505988,0.02820458,0.00133585,0.00021528,0.00043985,1.69e-06,0.00753303,0.00088414,5.435e-05,0.0051607,4.1e-07,9.12e-06,3.177e-05,0.01813726,0.01189,0.00144479,3.43e-06,0.00125007,4.025e-05,0.00030103,1.587e-05
1530057600000.0,6055.0,0.0709408,7.48e-05,0.01242145,0.038006,2.475e-05,0.00244835,0.01984084,0.00493,0.02655501,0.00135,0.00021086,0.00041737,1.64e-06,0.00727891,0.00086001,4.829e-05,0.00493256,4e-07,8.86e-06,3.021e-05,0.01779988,0.01179992,0.00144407,3.33e-06,0.00118508,3.754e-05,0.00030228,1.511e-05
1530144000000.0,6129.7,0.0717174,7.679e-05,0.01311655,0.03725178,2.5e-05,0.00251867,0.02090361,0.0049386,0.0274,0.001437,0.00020729,0.00045657,1.64e-06,0.00729998,0.00086957,4.821e-05,0.00491138,3.9e-07,9.23e-06,3.114e-05,0.01764669,0.01134001,0.00144428,3.77e-06,0.00119099,3.711e-05,0.00031004,1.505e-05
1530230400000.0,5867.13,0.07150501,7.588e-05,0.01271,0.03750005,2.48e-05,0.00247384,0.01988542,0.00483012,0.0262167,0.00133282,0.00020028,0.00043001,1.63e-06,0.00726701,0.00083585,4.632e-05,0.00516438,3.8e-07,8.89e-06,3.034e-05,0.01788309,0.01028987,0.00140457,3.93e-06,0.001151,3.5e-05,0.00030954,1.519e-05
1530316800000.0,6200.0,0.07,7.34e-05,0.01272545,0.038,2.461e-05,0.00245616,0.02042,0.0047952,0.02611298,0.00132275,0.00019595,0.00042483,1.61e-06,0.00669067,0.0008122,4.775e-05,0.00533534,3.8e-07,9.24e-06,3.01e-05,0.01800002,0.01116,0.0012873,3.95e-06,0.00115545,3.572e-05,0.00030422,1.485e-05
1530403200000.0,6413.26,0.070802,7.33e-05,0.01274373,0.0374,2.553e-05,0.0025363,0.02050625,0.00482979,0.02670251,0.00133687,0.00025185,0.0004542,1.69e-06,0.00696964,0.00083348,5.227e-05,0.005549,4e-07,1.048e-05,3.019e-05,0.01789996,0.01051998,0.00138427,4.11e-06,0.001189,3.885e-05,0.00031139,1.465e-05
1530489600000.0,6369.3,0.07129492,7.265e-05,0.01257999,0.03708001,2.621e-05,0.002511,0.0204048,0.00494358,0.02680084,0.00134083,0.0002556,0.000453,1.7e-06,0.00703223,0.00085056,5.097e-05,0.00545336,3.9e-07,1.041e-05,3.138e-05,0.01809771,0.01065488,0.00134117,4.07e-06,0.001255,4.196e-05,0.00030896,1.496e-05
1530576000000.0,6601.26,0.07212677,7.428e-05,0.01289498,0.03788,2.893e-05,0.00252755,0.02115239,0.00548949,0.0278599,0.001392,0.00025285,0.00047397,1.72e-06,0.00716917,0.0008986,5.227e-05,0.00557509,4.2e-07,1.082e-05,3.258e-05,0.0189423,0.01066305,0.00145702,4.25e-06,0.001266,4.17e-05,0.00032811,1.541e-05
1530662400000.0,6527.33579988,0.07097024,7.466e-05,0.0130127,0.0371126,2.881e-05,0.00247391,0.02113384,0.00552136,0.02762736,0.00135958,0.00024525,0.00046436,1.69e-06,0.00701798,0.00086594,5.295e-05,0.005434,4e-07,1.182e-05,3.16e-05,0.01951257,0.01067688,0.00147876,4.52e-06,0.00121659,3.883e-05,0.00032433,1.525e-05
1530748800000.0,6598.33,0.070825,7.435e-05,0.0129137,0.0373266,2.872e-05,0.002551,0.02109062,0.00613549,0.02748109,0.00135387,0.00024789,0.00046018,1.67e-06,0.00709,0.000884,5.436e-05,0.00543346,4.1e-07,1.24e-05,3.211e-05,0.01969717,0.01047,0.00152773,4.59e-06,0.00123573,3.887e-05,0.00032895,1.525e-05
1530835200000.0,6525.67,0.0715976,7.32e-05,0.01276,0.03691315,2.904e-05,0.00265384,0.02101121,0.00616,0.0265945,0.00133859,0.00023836,0.00044684,1.63e-06,0.00712704,0.00084827,5.25e-05,0.00555563,3.9e-07,1.312e-05,3.075e-05,0.01912756,0.01012992,0.00150501,4.62e-06,0.00124,3.724e-05,0.00031854,1.498e-05
1530921600000.0,6624.0,0.070946,7.213e-05,0.01258999,0.03652825,2.888e-05,0.00276447,0.02005387,0.00570028,0.02648009,0.00136327,0.00023891,0.0004525,1.62e-06,0.007645,0.00085955,5.44e-05,0.0055108,4e-07,1.283e-05,3.131e-05,0.01786793,0.01010694,0.00150034,5.06e-06,0.00122623,4.064e-05,0.00031761,1.498e-05
1531008000000.0,6775.53342153,0.07167306,7.172e-05,0.012537,0.03637025,2.793e-05,0.00276502,0.01993772,0.0057029,0.02574406,0.00135495,0.00023455,0.0004464,1.63e-06,0.00767287,0.00082787,5.229e-05,0.00521275,3.9e-07,1.2e-05,3.089e-05,0.01797729,0.00960152,0.00159952,5.46e-06,0.00119384,4.054e-05,0.00030266,1.448e-05
1531094400000.0,6700.00000005,0.07242676,7.13e-05,0.01222122,0.03636,2.739e-05,0.002722,0.02054992,0.00579622,0.02602937,0.00132311,0.00023177,0.0004515,1.61e-06,0.00751354,0.0008181,5.178e-05,0.00505197,4e-07,1.19e-05,3.136e-05,0.01810245,0.00944492,0.00156675,6.18e-06,0.00116175,4.113e-05,0.00029798,1.412e-05
1531180800000.0,6678.13,0.07075092,7.073e-05,0.0120541,0.03474677,2.666e-05,0.00273173,0.02028829,0.00545504,0.025139,0.00128246,0.00022107,0.00044601,1.7e-06,0.00727502,0.00080554,4.975e-05,0.00512501,3.9e-07,1.133e-05,3.086e-05,0.018,0.00937186,0.00165547,5.66e-06,0.00108755,3.981e-05,0.00028652,1.364e-05
1531267200000.0,6322.87999985,0.0688704,7.005e-05,0.01204955,0.03481015,2.577e-05,0.00256603,0.01923758,0.005275,0.0253847,0.00124,0.00020909,0.00042839,1.67e-06,0.00702458,0.00080165,4.699e-05,0.00489916,3.7e-07,1.055e-05,3.03e-05,0.01800002,0.00921298,0.00164398,5.88e-06,0.00108,3.838e-05,0.0002738,1.314e-05
1531353600000.0,6368.99,0.06948502,7.055e-05,0.01225254,0.03412997,2.607e-05,0.00257611,0.0196562,0.00529001,0.02479998,0.00122801,0.00020632,0.00042841,1.68e-06,0.00663474,0.00080161,4.645e-05,0.00496095,3.7e-07,1.088e-05,2.986e-05,0.01830002,0.00930011,0.00155131,6.11e-06,0.00107461,4.215e-05,0.00027538,1.305e-05
1531440000000.0,6237.28533853,0.06906065,7.005e-05,0.0123376,0.03390539,2.516e-05,0.00261365,0.01929197,0.00512396,0.02462502,0.00120899,0.00020443,0.00042757,1.63e-06,0.00661314,0.00077604,4.507e-05,0.00484996,3.7e-07,1.048e-05,2.947e-05,0.018101,0.00910271,0.00152551,6.2e-06,0.00107383,4.346e-05,0.000278,1.291e-05
1531526400000.0,6210.0,0.06937941,7.036e-05,0.01231976,0.03510001,2.541e-05,0.00261875,0.01959974,0.00532824,0.02813502,0.001228,0.00020879,0.00043411,1.64e-06,0.00648567,0.00077799,4.469e-05,0.00453268,3.8e-07,1.064e-05,3.31e-05,0.01923178,0.00919076,0.00148959,5.89e-06,0.00108246,5.373e-05,0.00028505,1.315e-05
1531612800000.0,6268.89,0.069217,6.996e-05,0.01218756,0.03568595,2.538e-05,0.00261164,0.01958558,0.00519215,0.02769,0.00122266,0.0002054,0.000433,1.61e-06,0.00720013,0.00078238,4.545e-05,0.00453456,3.8e-07,1.054e-05,3.333e-05,0.01926845,0.00925588,0.00147503,5.42e-06,0.00106601,5.052e-05,0.00028245,1.313e-05
1531699200000.0,6360.0,0.07076715,7.04e-05,0.0123525,0.03631001,2.575e-05,0.00262575,0.0195642,0.00526991,0.02746998,0.00122911,0.00020612,0.0004341,1.63e-06,0.00801246,0.00078496,4.608e-05,0.00448304,3.8e-07,1.061e-05,3.474e-05,0.01898807,0.00985604,0.00152572,5.99e-06,0.00108186,5.023e-05,0.00027841,1.339e-05
1531785600000.0,6718.01,0.0712489,7.17e-05,0.01245,0.03670937,2.585e-05,0.002584,0.02000475,0.00547207,0.02810701,0.0012448,0.00021296,0.00043392,1.66e-06,0.0078176,0.00081047,4.637e-05,0.00446,4.3e-07,1.093e-05,3.556e-05,0.0182,0.0106464,0.00151262,5.89e-06,0.00110833,5.327e-05,0.00028711,1.329e-05
1531872000000.0,7306.64999999,0.06824515,6.951e-05,0.01219872,0.0355,2.537e-05,0.00245438,0.01960406,0.00534938,0.028648,0.00121312,0.00021443,0.00042199,1.64e-06,0.0073777,0.00077957,4.54e-05,0.00433001,4.5e-07,1.098e-05,3.454e-05,0.01820002,0.01046001,0.00154896,5.95e-06,0.00107737,4.932e-05,0.000279,1.291e-05
1531958400000.0,7360.0,0.06505,6.615e-05,0.01174,0.03604118,2.574e-05,0.002349,0.01886339,0.0051,0.02833972,0.00116663,0.00021277,0.00041734,1.67e-06,0.00764509,0.00077035,4.524e-05,0.00426294,5.1e-07,1.092e-05,4.052e-05,0.01762,0.00976692,0.00151779,5.68e-06,0.00107262,4.84e-05,0.0002832,1.343e-05
1532044800000.0,7478.0,0.06261006,6.37e-05,0.011516,0.03499969,2.502e-05,0.00232789,0.01867002,0.00483691,0.02690998,0.001117,0.00020396,0.00038827,1.66e-06,0.0073927,0.00071928,4.532e-05,0.00410385,5.1e-07,1.061e-05,4.088e-05,0.01723424,0.00970001,0.00139745,6.29e-06,0.0010172,4.568e-05,0.00027725,1.339e-05
1532131200000.0,7324.99,0.06124747,6.046e-05,0.0111967,0.03312147,2.3e-05,0.00220802,0.01769,0.00451338,0.02507399,0.00105192,0.00018551,0.00039273,1.48e-06,0.00700012,0.00066951,4.075e-05,0.00381972,4.7e-07,9.8e-06,3.68e-05,0.0172,0.00986,0.00130211,5.94e-06,0.00092194,4.367e-05,0.00024889,1.316e-05
1532217600000.0,7416.79999999,0.062299,6.13e-05,0.01129621,0.03468455,2.3e-05,0.00220375,0.01780002,0.00461,0.02543,0.001054,0.00019617,0.00039794,1.49e-06,0.0071379,0.000675,4.081e-05,0.00400037,4.7e-07,9.95e-06,3.948e-05,0.01711001,0.00975,0.00130025,5.99e-06,0.000944,4.434e-05,0.00025334,1.34e-05
1532304000000.0,7395.97162043,0.0617118,6.053e-05,0.01113383,0.03374055,2.3e-05,0.00218,0.01735631,0.00448107,0.02558999,0.00106,0.00018751,0.00037333,1.45e-06,0.00695774,0.00067286,4.232e-05,0.00484243,4.7e-07,9.56e-06,3.832e-05,0.017311,0.0095,0.00125081,6.16e-06,0.0009666,4.43e-05,0.0002536,1.418e-05
1532390400000.0,7722.0,0.05838997,5.76e-05,0.01053757,0.03135367,2.259e-05,0.0020851,0.01738658,0.00415518,0.02476493,0.00100679,0.00017636,0.00035129,1.34e-06,0.00674047,0.00062066,3.825e-05,0.00417514,4.5e-07,8.93e-06,3.706e-05,0.01745,0.00883232,0.00124574,6.1e-06,0.00088103,4.515e-05,0.00023773,1.301e-05
1532476800000.0,8409.0,0.05693421,5.45e-05,0.0106346,0.03007882,2.151e-05,0.00197029,0.01755438,0.00400054,0.02657833,0.00097052,0.0001724,0.0003191,1.29e-06,0.00634452,0.00059177,3.581e-05,0.00364791,4.3e-07,8.62e-06,3.58e-05,0.01746,0.007934,0.0010513,5.48e-06,0.000851,4.178e-05,0.00021576,1.253e-05
1532563200000.0,8190.22016598,0.05756002,5.62e-05,0.01058798,0.02982005,2.225e-05,0.00201218,0.01743539,0.004188,0.02729996,0.00098774,0.00017974,0.00033203,1.33e-06,0.00636782,0.00061894,3.649e-05,0.00368784,4.3e-07,8.7e-06,4.074e-05,0.01725813,0.0081,0.00116893,5.47e-06,0.00087726,4.034e-05,0.00022669,1.25e-05
1532649600000.0,7954.79999999,0.05822712,5.648e-05,0.01052,0.030545,2.224e-05,0.00210956,0.0172,0.00418194,0.02798369,0.00097678,0.00018304,0.00033141,1.3e-06,0.00618896,0.00060271,3.754e-05,0.00375202,4.3e-07,8.69e-06,3.885e-05,0.01727593,0.00810517,0.00105002,5.23e-06,0.000862,3.864e-05,0.00023356,1.232e-05
1532736000000.0,8189.0,0.05749998,5.554e-05,0.01033999,0.03000756,2.179e-05,0.00207318,0.01714,0.00408,0.02697503,0.00096,0.00018063,0.00032457,1.27e-06,0.00619859,0.00059113,3.733e-05,0.00373,4.2e-07,8.5e-06,3.877e-05,0.0166,0.00783868,0.00105748,5.37e-06,0.00085928,3.979e-05,0.00026681,1.231e-05
1532822400000.0,8230.0,0.057,5.561e-05,0.010239,0.02933874,2.193e-05,0.00207457,0.01711009,0.00413,0.02703144,0.00094812,0.0001767,0.00032758,1.29e-06,0.00643424,0.00060017,3.715e-05,0.00368354,4.2e-07,8.51e-06,3.83e-05,0.01616494,0.00782592,0.00105743,5.25e-06,0.0008457,3.971e-05,0.00027916,1.233e-05
1532908800000.0,8214.8564651,0.05680828,5.517e-05,0.01023183,0.0290585,2.156e-05,0.00205962,0.01640773,0.0040525,0.02636512,0.0009433,0.00017608,0.00032573,1.29e-06,0.0067427,0.00062218,3.676e-05,0.00369047,4.1e-07,8.4e-06,3.731e-05,0.01752001,0.0077315,0.00115249,4.96e-06,0.00083455,3.871e-05,0.000264,1.236e-05
