date,BTC,ETH,XRP,LTC,DASH,XEM,ETC,XMR,GNT,XLM,REP,DOGE,ZEC,GNO,STRAT,STEEM,FCT,DCR,PIVX,WAVES,LSK,ARDR
1498953600,2342.6,254.2502257,0.231003786,37.10809586,159.6559909,0.13961896,16.09270153,39.90342673,0.435934434,0.023613408,24.15187804,0.002202044,272.21012,293.691762,5.431950602,1.550941756,21.11078499,28.51721943,2.108152592,3.5923771,2.20450373,0.1780376
1499040000,2438,275.5561934,0.24555536,40.34887562,168.9541802,0.15544688,16.99286,41.700771,0.460782,0.02520892,25.37916554,0.00234048,289.1468,314.5020244,5.72196162,1.60398458,23.55381056,29.06147198,2.30286166,3.53507562,2.517235,0.18348388
1499126400,2533.094313,274.8407076,0.250751006,45.48170839,177.3166779,0.173288982,17.20034366,43.56922218,0.460997834,0.02604021,28.61226284,0.002482432,288.0128487,328.5423577,5.914800551,1.647676527,23.52499887,31.97291906,2.427945568,3.774969131,2.426451042,0.19096998
1499212800,2589.999988,267.4458852,0.247111899,54.73677485,182.3359992,0.186738999,17.39112472,45.3249998,0.481429198,0.0257446,27.38821388,0.0024605,281.0149987,315.9800245,6.313099072,1.864515092,24.86617549,36.25999984,2.443690889,4.299399981,2.528280289,0.189069999
1499299200,2609.99,266.0884805,0.251446437,52.9828231,209.4201166,0.174242932,17.44778315,46.1446232,0.46202043,0.025499602,27.25281088,0.00268829,281.883096,339.2987,6.00819698,1.8269669,26.36486618,37.05475883,2.633662609,4.556885941,2.456548688,0.18016761
1499385600,2587.000512,264.6505663,0.249128149,50.70580504,208.4352262,0.168439603,17.33316213,50.13684601,0.428070975,0.025326735,27.5718634,0.002587001,284.5699787,328.5490391,6.211103658,1.853870437,25.71108567,35.00291889,2.768012937,4.311520923,2.497645514,0.166809793
1499472000,2475.26,238.8626395,0.229134818,45.544784,189.35739,0.15480276,15.9282981,43.65299229,0.33730368,0.020222874,22.86016472,0.002351497,247.0557254,282.9225398,4.84655908,1.507829382,22.24488934,29.52742605,2.473849102,3.738855477,2.250432134,0.132451163
1499558400,2555.55,246.0732195,0.230536165,51.34585504,209.0165178,0.15770299,16.304409,46.27020052,0.383306944,0.021619953,23.15410078,0.002402217,251.4655322,299.1735363,4.973483632,1.692336321,23.40600134,36.93825192,2.402012556,3.928468126,2.225091829,0.151927447
1499644800,2468.157,234.4749644,0.223121393,47.78598768,194.2669344,0.150557577,15.45066282,44.426826,0.339075409,0.01917758,21.90489338,0.002270704,238.1771505,267.5694203,4.232642439,1.511844889,20.48856616,32.95132748,2.232645459,3.670470319,2.02309893,0.134292422
1499731200,2312,203.1920852,0.1858848,44.23605088,170.9430145,0.13113664,14.10324624,39.48091424,0.2522392,0.01463496,15.73433912,0.00187272,195.2324934,226.7938135,2.99605144,1.21271336,15.4968736,24.3016632,1.68773688,2.767464,1.59528,0.1010344
1499817600,2275.2,188.6302112,0.173779776,43.194672,161.6019045,0.114374304,13.78773475,36.38761488,0.2752992,0.014197248,16.4224391,0.001729152,176.325702,197.3039106,2.934825984,1.120740768,14.38768224,25.21729296,1.626745248,2.548224,1.42120368,0.092213856
1499904000,2380.5,224.0089302,0.196367445,47.12125955,180.7888579,0.132903315,18.91169181,40.0481037,0.30941739,0.017925165,21.40802694,0.0019044,214.7234805,221.0961504,4.33251,1.361622195,17.96829966,28.0899,1.874429505,3.031447725,1.7496675,0.10988388
1499990400,2339,205.1303,0.19053494,45.481855,169.78801,0.12230631,17.57573719,38.2414805,0.28860921,0.0173086,20.15251993,0.00180103,193.554589,203.9109559,3.67651037,1.16124333,16.87165141,25.66849007,1.81097075,2.867614,1.7584602,0.102916
1500076800,2197,195.7528099,0.18193357,42.1608694,159.2078899,0.11617736,16.80817047,35.22300704,0.25606035,0.01621386,19.28177277,0.00164775,175.1281208,179.4949,3.242772,1.0596131,14.81716119,22.13332498,1.61334498,2.43693437,1.544491,0.09023079
1500163200,1980.125,170.6724389,0.172468888,38.42064259,138.5263966,0.110807795,14.80289967,32.0161659,0.21195258,0.017524106,18.11814375,0.001465293,158.6662084,164.7855471,3.164516968,0.947489813,13.0292819,19.64862197,1.472480354,1.983352604,1.389315104,0.075799185
