,portfolio,total_fees,num_trades,num_trades_saved,end_price_HODL,end_price_rebalanced
970,LTC-FCT-DASH-DOGE-PIVX-WAVES,1047.818042622349,800,0,31531.575602119217,49247.58486067718
971,GNT-XEM-ARDR-DOGE-STRAT-XMR,2013.8409393987802,970,0,35292.63317753408,73052.61967315785
972,XRP-GNT-LTC-XMR-DCR-ARDR,1599.0996650395984,926,0,38504.20949323949,69636.95914443274
973,DOGE-XMR-ZEC-LSK-STRAT-XEM,2036.8557707223292,842,0,48759.28452608398,82140.32006019753
974,WAVES-GNO-PIVX-ARDR-XRP-ZEC,1593.5726553584273,886,0,33799.42669713008,51877.79986244531
975,GNT-BTC-STEEM-LSK-WAVES-XMR,1453.5338354598564,730,138,55970.0055351925,87131.27000252464
976,DCR-STRAT-ZEC-XEM-PIVX-GNO,1246.9590957916585,908,0,23289.777219486583,41247.87368893422
977,BTC-FCT-XLM-GNO-WAVES-XRP,2007.3080121198875,865,81,94122.36058788297,90310.04362724908
978,XEM-XRP-GNT-DCR-ETC-BTC,1190.4514803941117,784,106,32373.005810237515,58979.26716820203
979,WAVES-XRP-GNO-BTC-ETC-DASH,1132.9305592218882,756,86,33307.34175977306,47102.71991840099
980,STRAT-LSK-ARDR-XMR-GNT-PIVX,1730.133584639184,926,0,46223.463512033435,71098.6329826781
981,BTC-GNT-PIVX-STEEM-DOGE-REP,1109.3809135872193,800,106,30482.890798272736,52956.61528933038
982,BTC-DOGE-STEEM-ARDR-GNO-XEM,1915.0815216256071,838,92,36874.49046703701,69269.61126367205
983,ZEC-XLM-XRP-PIVX-XMR-DASH,1999.4484141288185,838,0,93371.05057794123,92757.60878255061
984,FCT-LTC-DOGE-REP-XEM-XLM,2218.8671343297965,866,0,88240.34101941541,92231.51144252779
985,XMR-STEEM-DCR-DASH-DOGE-XLM,2410.3986205864476,938,0,98488.68730504245,123250.70945735574
986,XEM-STRAT-ETC-PIVX-LSK-DASH,1697.7782673036927,856,0,42439.10243178629,65297.191857112746
987,GNT-LTC-BTC-FCT-PIVX-XRP,975.6379271120005,776,100,30980.863845790864,51557.37190009175
988,GNT-DOGE-STEEM-GNO-REP-ETH,1026.0949043984044,814,88,31134.213355471515,46926.05624141559
989,GNO-ZEC-STRAT-GNT-DASH-LSK,1080.6808762489895,880,0,37028.76754084254,43437.464275036014
990,ZEC-BTC-GNO-LSK-XEM-REP,1231.286727869013,712,102,37600.029991294614,47714.246103049656
991,XMR-GNO-DASH-ETH-STRAT-XRP,1252.0323380013822,720,86,37360.36653982949,55923.637738289624
992,XRP-XEM-ARDR-FCT-ETH-LSK,2552.6434942892015,778,98,55280.72416842418,99358.38360568036
993,LTC-XLM-DCR-WAVES-ZEC-GNO,1767.4930409260644,942,0,87836.77643421508,74388.90683297801
994,FCT-LTC-DASH-STEEM-STRAT-GNO,1366.560721412272,872,0,31346.79518957872,49974.09927617453
995,GNO-DCR-BTC-ETC-STEEM-XMR,977.0916084866243,757,79,32029.743757235927,47623.63973282177
996,STEEM-XLM-FCT-BTC-GNT-ZEC,1605.3536610893316,830,126,89516.41115814248,87666.68169917777
997,DOGE-STRAT-DASH-GNT-XRP-GNO,1384.8248425082668,930,0,31402.568724380664,52729.14564868769
998,BTC-DOGE-DASH-ARDR-FCT-ZEC,1081.6266324242904,735,79,28062.247414828682,45621.31546935715
999,XLM-LTC-PIVX-GNO-GNT-BTC,1373.354491678686,842,120,82746.74954458117,68424.30690325324
