,portfolio,total_fees,num_trades,num_trades_saved,end_price_HODL,end_price_rebalanced
0,DOGE-PIVX-ETH-WAVES-LSK-XRP,1805.4015599464503,767,121,57489.52760812311,95137.29090153392
1,STRAT-WAVES-ETH-XLM-GNO-XMR,1750.8992467694632,739,107,95611.86106041576,93960.7006073849
2,XLM-REP-DASH-WAVES-ETC-DOGE,2035.1973937011244,894,0,88955.42801272722,84551.162309411
3,FCT-GNO-LSK-GNT-XRP-STRAT,1548.4288906204577,948,0,44267.93581572623,58813.11144535158
4,ARDR-GNO-STEEM-REP-ETC-BTC,1209.4150229629925,785,113,28948.752854589584,45835.41043459388
5,ZEC-LTC-GNO-LSK-REP-DCR,1065.8242227742494,854,0,36560.57650360216,40924.112864920826
6,PIVX-ARDR-GNO-ETC-STRAT-LTC,1203.0322688287754,874,0,25254.19695077189,41373.05616154483
7,GNO-REP-STEEM-ETH-STRAT-DASH,1159.0317050814385,752,106,32035.98636357331,48001.533101824694
8,FCT-BTC-LTC-LSK-PIVX-ETC,950.7195485220394,693,99,40101.661673842485,50580.197342371925
9,ARDR-XEM-WAVES-STRAT-ETH-LTC,1795.744797433365,745,115,41192.96441968501,79782.94744253774
10,XMR-XRP-PIVX-BTC-XLM-ETC,1751.5501611791528,711,135,94125.31536834568,99878.07529839751
11,ZEC-WAVES-GNT-FCT-ETH-LSK,971.5944483330014,743,93,45427.707990845716,54982.301293997334
12,XLM-PIVX-ETH-GNT-ETC-DCR,1284.7149639026768,841,117,85285.22724399818,76120.25593068288
13,DCR-REP-XRP-ZEC-WAVES-XEM,1624.1128563599207,852,0,35479.06646422647,60194.34054189647
14,XEM-BTC-XLM-ETC-STEEM-LTC,2207.05392034155,745,149,95900.7784913777,121434.58235715871
15,GNT-BTC-FCT-DASH-WAVES-DOGE,892.8981586857678,758,66,30416.454478470077,47581.690580204726
16,XLM-LSK-XEM-DASH-XMR-WAVES,3451.6813124746795,890,0,112213.00993834973,154708.47526462004
17,DCR-XEM-DASH-GNT-BTC-FCT,985.9889876608479,790,70,25902.31207311296,47338.97827236875
18,LTC-DASH-REP-ZEC-GNT-ETC,690.211722816121,728,0,20273.561396973117,30728.37153049952
19,ZEC-GNO-DASH-STEEM-XEM-FCT,1462.0445569523629,872,0,28721.369676285336,47905.65787589121
20,BTC-DCR-ARDR-GNO-XEM-DOGE,1589.2286363201647,882,70,30023.675732282285,55913.89942416546
21,ARDR-GNO-GNT-XLM-ETC-DASH,1902.7430147732584,994,0,82485.8774486935,68261.94088846794
22,DOGE-ARDR-STEEM-ETH-STRAT-GNO,1735.2654601486238,840,88,38782.63340014522,67174.18894745056
23,GNO-ETC-ZEC-WAVES-REP-DASH,817.4021021249309,750,0,21742.21967451629,29782.118520853634
24,LTC-GNO-STEEM-DASH-XMR-GNT,1132.1701712594627,860,0,32911.49940330643,50380.66981587545
25,ARDR-LTC-LSK-XRP-DOGE-XEM,3098.60892862191,880,0,56836.2784040163,112760.48774497061
26,WAVES-STRAT-STEEM-LTC-XEM-GNT,1943.8373052656216,910,0,40898.39641193245,82140.8167740337
27,LSK-DASH-XMR-PIVX-REP-XRP,1755.3777809988278,806,0,48434.61878852276,67645.09238239573
28,DASH-GNT-WAVES-ZEC-DCR-GNO,752.8012009902177,814,0,24315.222908038413,33786.920722495764
29,FCT-DCR-ARDR-BTC-LSK-ZEC,1273.0834327394073,797,73,42332.068226488846,57328.801971095345
30,BTC-DOGE-ZEC-ETC-XEM-LSK,1337.2895854465642,714,94,43325.33968519447,63898.04964632613
31,ETC-GNO-LSK-REP-WAVES-LTC,1189.5545670189613,818,0,41121.98908181533,46001.78024179371
32,DOGE-XEM-ETC-DCR-XLM-PIVX,2267.323160592887,960,0,87478.13995796922,96708.40393526548
33,WAVES-XMR-STEEM-GNO-PIVX-XRP,1937.8207627912423,928,0,43113.88981956458,71140.46141717299
34,PIVX-STEEM-REP-WAVES-XRP-DASH,1833.646197292034,894,0,40789.91713722746,68280.74690138867
35,ETH-BTC-ETC-XRP-GNT-DCR,802.2076473071015,665,171,33654.0212554304,52175.54824499932
36,GNT-DASH-WAVES-STRAT-DCR-PIVX,1020.7423723614885,920,0,29249.875919116297,48115.98950048273
37,ETC-STRAT-FCT-BTC-XLM-XRP,2007.3430592741527,801,121,92284.84276303774,97076.3979287538
38,ZEC-BTC-ARDR-DOGE-PIVX-GNO,1011.0681606801338,774,80,24999.89022886127,39480.07276608433
39,GNT-DOGE-LSK-DASH-XEM-ZEC,1472.2188525198073,862,0,42748.38005036436,63631.53888412728
40,ZEC-GNO-DOGE-STRAT-XRP-XMR,1429.157042643481,862,0,34367.956747946184,52947.45101124866
41,FCT-XLM-DCR-DASH-ETC-ARDR,2126.0281320077975,956,0,85938.23441538803,83912.02307646112
42,WAVES-REP-ETH-XEM-ZEC-PIVX,1017.0132738052461,652,110,30562.571070283833,48163.24689253305
43,STRAT-ETH-GNO-FCT-XMR-BTC,822.6343522050191,708,116,29959.142566849147,41509.75727717932
44,ARDR-BTC-REP-PIVX-LSK-DCR,1311.0978987407427,768,98,41773.226563584336,59236.385907011434
45,ARDR-DCR-XLM-XEM-DOGE-STRAT,3619.419026159917,1004,0,94212.7782436703,132099.84234597834
46,XEM-REP-LSK-ZEC-WAVES-DASH,1606.7625898994606,780,0,44642.267206279685,60006.58554448534
47,STRAT-DASH-XMR-DCR-XEM-LTC,1411.5332495869604,812,0,34042.79161206924,61980.49247400944
48,DCR-ETH-ARDR-STRAT-XEM-XLM,2884.744365741333,851,127,95520.39300929342,129142.53676826776
49,ZEC-WAVES-DCR-LTC-STEEM-XLM,2331.6526349849983,922,0,97922.68059614614,116877.69165163701
50,GNO-FCT-BTC-GNT-XRP-ETC,924.7985911509315,829,71,25854.656442985204,38523.28163358453
51,ETH-LTC-ZEC-XLM-REP-DOGE,1644.3856791364344,754,88,89126.78376951582,82549.87022743952
52,DASH-DCR-PIVX-ZEC-GNT-XRP,960.2237853706981,850,0,28393.98193181917,44882.93875804354
53,ZEC-FCT-DOGE-DCR-PIVX-STEEM,1202.1555751149388,872,0,30698.138303925767,51797.73237365243
54,GNT-ETC-STEEM-DCR-LSK-XMR,1453.8606844838573,886,0,49031.5456975922,73428.29137807529
55,ZEC-ETC-STRAT-DCR-REP-DASH,854.3380004847216,790,0,21683.057412652324,34661.997339681635
56,REP-ZEC-DOGE-BTC-LTC-WAVES,863.2475576027972,651,91,30800.180782884247,44688.31767595224
57,GNT-DOGE-REP-FCT-ETH-ETC,763.5491976694543,750,60,24335.678764597254,37483.25783016687
58,WAVES-LTC-XEM-DCR-GNT-ETC,1157.6395839747242,886,0,31022.736077449437,53677.82209695018
59,ETH-WAVES-XEM-XLM-ETC-LSK,2672.9069411134683,766,142,110680.24563947666,145775.60542849897
60,LTC-FCT-XEM-ETH-REP-BTC,907.1120427730876,578,142,29840.43273757386,48227.24443239359
61,BTC-LSK-XMR-ZEC-XEM-STEEM,1768.7956742931551,681,151,53130.764873592234,88868.08199101697
62,STEEM-ETH-REP-XMR-GNT-DCR,1038.7455416435128,749,99,35545.55767330963,56166.69187020883
63,ZEC-REP-XMR-WAVES-STEEM-DOGE,1432.7667172297765,788,0,38601.37947789957,60493.1945992362
64,ETH-BTC-DCR-STEEM-DASH-LTC,901.499040749404,608,166,38519.03251410859,61982.616318249275
65,DASH-DOGE-ARDR-XLM-GNO-LTC,2366.555222848986,932,0,89196.87645173931,87935.5284150964
66,STEEM-XMR-DCR-DASH-WAVES-DOGE,1530.8477171716804,846,0,42702.54343453342,74589.06152436207
67,STEEM-LTC-XEM-ZEC-LSK-ETC,1892.310803837266,820,0,49163.30025268696,76614.75692523828
68,LSK-ZEC-DCR-PIVX-WAVES-XEM,1576.701507716253,858,0,45826.914657547655,68987.0914514329
69,STEEM-STRAT-XLM-XRP-ETC-ETH,2701.141901516506,790,152,103080.5703342296,142948.9340095965
70,XRP-ZEC-XLM-PIVX-ETH-REP,1685.9814338165636,720,142,91200.27291167584,85189.26906370469
71,LTC-DOGE-GNT-REP-PIVX-ARDR,1275.5579592342199,954,0,26835.268613307173,48121.78493265605
72,ZEC-XEM-DOGE-XLM-ETH-BTC,1636.2425126103858,637,185,92582.60618758193,102359.56573067355
73,REP-XRP-ETH-XEM-ETC-DOGE,1497.5777013431073,737,83,35971.02415515035,62892.225165217154
74,DASH-ETC-GNO-ARDR-PIVX-WAVES,1243.1274559250248,914,0,26975.501969764693,41511.76478986352
75,ZEC-REP-GNT-PIVX-DASH-LTC,765.6908554861092,798,0,20705.96409170182,33322.46649259957
76,PIVX-DASH-XLM-ZEC-FCT-XRP,1983.9389660294225,896,0,88938.13506763369,82689.09868937018
77,XEM-DASH-FCT-LTC-ZEC-STRAT,1338.6530251882011,810,0,27810.84968635461,49706.40892181767
78,PIVX-BTC-GNT-LTC-XLM-STEEM,1979.1334270802306,839,135,92832.65370651224,108329.7926875257
79,ETH-FCT-XMR-GNO-ZEC-REP,682.8746814510557,675,63,23877.894635489676,30887.85097226365
80,WAVES-DASH-DCR-ZEC-XRP-DOGE,1402.7245845254436,820,0,37754.60468502302,60956.952068237624
81,XMR-XLM-WAVES-FCT-STEEM-PIVX,2489.0997124017395,912,0,98541.04693207832,117903.11610896487
82,ETC-ZEC-DCR-GNT-GNO-STEEM,895.8830593423436,860,0,24961.171743171406,37615.87475603634
83,ARDR-ETH-DCR-GNT-LTC-DASH,987.2986493076495,752,98,31790.97378840961,52222.76920441696
84,XLM-ETH-LSK-GNT-GNO-XRP,2196.3056832126736,848,112,107912.60676054444,117182.81569531086
85,LTC-PIVX-XLM-FCT-STRAT-BTC,1684.7148708448963,815,125,87445.59654802273,87335.79805486175
86,PIVX-ARDR-XLM-LTC-XMR-GNT,2389.440840732965,998,0,90754.77803063899,100199.5077683489
87,WAVES-XEM-XLM-ETC-ARDR-FCT,3011.184812893571,946,0,92472.0137500836,108068.23980344336
88,ETH-GNT-DOGE-REP-XRP-XMR,1180.1254096930957,761,93,37277.31402853039,60489.09347877689
89,FCT-LSK-ETH-GNO-BTC-XMR,960.1723863482947,676,100,44720.44885194656,51965.40586088465
90,FCT-XLM-XEM-ZEC-XMR-XRP,2612.8299591262717,862,0,95305.58733478746,108409.80331598756
91,XMR-GNO-XEM-ETH-PIVX-LSK,1397.2655628985922,758,94,46038.39337493825,64045.58711493976
92,WAVES-DASH-GNO-ARDR-STRAT-XRP,2030.5829996562913,896,0,38076.66462838988,63864.31341857083
93,BTC-ETH-XMR-DCR-FCT-XEM,1019.2894876286271,695,105,33826.54817703982,56066.76396262837
94,ETH-LTC-PIVX-DOGE-STEEM-FCT,1328.409432089045,792,82,37115.701665187735,64852.47320662452
95,LSK-ARDR-ZEC-DOGE-ETC-GNT,1390.3635309947877,926,0,41569.28947448884,57492.580456310985
96,STRAT-DOGE-XEM-PIVX-LTC-XRP,2056.8153283614342,898,0,38365.1794329461,78610.7508645749
97,GNT-DOGE-XEM-FCT-ETH-STEEM,1566.3124381255411,844,70,37260.024212468255,71683.82418037263
98,DASH-ARDR-DOGE-XEM-DCR-FCT,1776.5082398948282,890,0,31120.717501165425,59958.7952395679
99,LTC-ZEC-GNT-ETC-DASH-BTC,511.03935826949333,570,114,23309.292876178468,34230.2992764848
100,DOGE-XEM-XLM-ETH-FCT-REP,2141.4520597221344,812,70,89941.44740346905,95750.60358177619
101,ETH-ETC-ARDR-LTC-STRAT-STEEM,1511.2130965705633,734,128,39845.875645909764,71609.96261368647
102,DASH-FCT-XMR-LSK-STEEM-ETC,1513.9426647115072,816,0,49134.58184796348,68855.16444391294
103,XEM-GNO-BTC-ARDR-ETC-STRAT,1505.2763085288364,805,113,27639.60330671691,50661.981317624624
104,PIVX-ARDR-STRAT-ETC-GNO-BTC,1069.0628352303047,770,114,24414.844218702983,40661.181746670445
105,FCT-DCR-DASH-STEEM-GNO-XMR,1144.6141377927688,860,0,31670.051661923993,47224.02764553677
106,GNT-XLM-REP-XRP-XMR-XEM,2454.943289863167,904,0,94470.97728030273,108087.46737405704
107,XLM-GNO-DASH-ETH-DCR-WAVES,1629.558563662935,834,74,91222.67784452892,83187.65124710595
108,ETC-ZEC-DCR-XEM-REP-LSK,1352.6439113961687,838,0,38437.40130665799,51610.78402223237
109,LSK-BTC-LTC-XEM-ETC-FCT,1299.9759501230642,710,106,43326.420761856425,62212.397310875866
110,DOGE-XRP-STRAT-XMR-GNT-PIVX,1519.0798232241643,980,0,36434.39846244424,66051.6793770189
111,DASH-FCT-ARDR-XRP-XMR-ETH,1499.3431274302686,716,88,40308.35202766442,67176.42183907592
112,BTC-ETC-REP-WAVES-PIVX-XEM,1047.3505533427347,675,129,28042.782806587104,47613.72340532782
113,WAVES-ETH-LSK-GNO-DOGE-ZEC,1175.19137218,758,76,47071.00044314793,56723.10721347799
114,STEEM-FCT-ARDR-DOGE-DCR-GNO,1552.0451084293204,956,0,32971.867978129325,54245.93682838169
115,XRP-REP-ZEC-XMR-BTC-GNT,834.9300346552147,684,120,31085.621597669604,45383.929648887635
116,DASH-STRAT-ETH-XRP-XLM-REP,2177.635924945774,727,119,95477.51084293562,108175.75660640467
117,ETC-STEEM-PIVX-REP-DCR-STRAT,1267.9892521928484,914,0,29101.177083708444,49791.72622857936
118,FCT-ETH-LSK-DOGE-DASH-REP,1212.5489300476875,701,77,43629.320520108864,56274.41315681952
119,XMR-DOGE-LSK-STEEM-XLM-GNT,3054.529386872734,966,0,112988.99375620096,157314.74213957845
120,ETH-LTC-BTC-WAVES-GNO-STEEM,943.4099412038449,630,166,39938.91620186648,57328.42071981932
121,LSK-FCT-STRAT-REP-STEEM-XRP,2378.690047395989,910,0,53559.192307116435,85835.6817908572
122,FCT-GNO-DOGE-PIVX-LSK-ETC,1090.051787438793,878,0,36640.701316264975,44052.82813743046
123,STRAT-XMR-LSK-STEEM-GNO-PIVX,1750.8669559701075,918,0,49097.070261724366,70309.59098078421
124,DASH-REP-ARDR-XRP-DCR-GNO,1501.3007085633576,892,0,29873.063935481874,46563.344373130065
125,XRP-ZEC-BTC-XEM-LTC-XMR,1162.2926215102104,582,114,38461.23328853803,63711.32000196465
126,DCR-LTC-LSK-STRAT-ARDR-GNO,1755.6500755951718,972,0,44386.30170385016,62446.95271406449
127,DCR-ETC-BTC-DOGE-ZEC-XRP,1028.932745236289,744,66,32169.101334232997,51153.28712984776
128,REP-STEEM-DCR-BTC-XEM-ARDR,1743.7289683324275,776,116,35841.00406450855,70763.13472209801
129,REP-XMR-FCT-ETC-LSK-ZEC,1026.155000296435,756,0,38182.60315657493,42939.99729312335
130,STEEM-WAVES-LSK-ZEC-ARDR-PIVX,2195.309412854785,898,0,53162.76299026124,84694.61184634572
131,STRAT-ETC-ARDR-DOGE-WAVES-FCT,1588.4136520482198,908,0,33365.018870104046,57265.2278643078
132,ETH-GNO-PIVX-XEM-XMR-ARDR,1498.9966411249247,796,106,32394.436870814046,55578.645513632524
133,XRP-ETC-STEEM-ETH-BTC-ZEC,1020.971036538262,542,208,40327.53083461082,62855.8446576082
134,STRAT-XLM-ETC-LTC-GNT-XMR,1833.4060727505391,918,0,89205.02555493706,88684.80992489032
135,XMR-BTC-ZEC-XEM-PIVX-STEEM,1389.426432595076,689,121,35777.015683495236,64398.07363459555
136,GNO-XMR-XLM-PIVX-DOGE-STEEM,2333.3869842288896,940,0,94021.87639876043,100203.26869277799
137,GNT-STEEM-XRP-BTC-STRAT-GNO,1521.9352056977514,877,113,37134.770497782825,63423.61625082063
138,PIVX-ARDR-WAVES-DOGE-ETH-DCR,1273.2147187502496,807,79,37115.20691335458,63623.238562586004
139,LSK-STEEM-GNT-BTC-XMR-PIVX,1290.7414030944328,729,135,50083.310941152595,75141.80966570367
140,DOGE-ZEC-BTC-XEM-FCT-GNO,1063.0861098577748,816,36,24456.35577884036,40302.92123126356
141,WAVES-LSK-DOGE-GNT-ARDR-LTC,1869.7174111663965,946,0,51146.12845956517,80512.30137751246
142,DCR-WAVES-LTC-XEM-XMR-STEEM,1838.6030269144333,848,0,44302.089425011145,84838.19612306007
143,STEEM-GNO-LSK-ETC-PIVX-GNT,1256.50773807209,926,0,41422.04161217036,53647.249867929466
144,XMR-STRAT-XEM-ZEC-ETC-XLM,2124.41012328486,828,0,89447.81133822352,92162.14262901348
145,STEEM-GNO-ETH-ETC-REP-BTC,815.5451151346471,653,159,29744.734701823603,41942.29489157723
146,PIVX-XLM-DOGE-FCT-ARDR-XMR,2493.5008598539357,948,0,91365.53718858768,100470.44148814611
147,PIVX-STRAT-REP-STEEM-ETC-XRP,1802.2251612699579,932,0,35831.54127435277,64253.91186399803
148,GNT-ARDR-STEEM-XMR-STRAT-REP,1685.6268565042192,946,0,35996.065862822645,63856.72581255036
149,ETH-DOGE-REP-XMR-ETC-XLM,1748.5736761167393,763,97,90717.20113103396,87198.53775161796
150,GNO-DASH-LTC-STEEM-DCR-ARDR,1481.2342253715497,878,0,33868.598690866536,54944.00134772796
151,STRAT-ZEC-DASH-GNO-XRP-ARDR,1639.620232262612,850,0,31736.896487195456,50857.590140371074
152,FCT-PIVX-ETH-WAVES-XLM-ZEC,1551.6057779888497,770,106,90022.56565687786,83032.88441676367
153,LTC-GNO-ARDR-STEEM-ETH-XEM,1802.302254771818,776,114,39021.45796472903,71009.91504104262
154,GNT-FCT-BTC-ZEC-ARDR-LSK,1221.3385027746126,793,93,40710.346966656056,55383.29074311962
155,PIVX-BTC-DCR-STEEM-GNT-DOGE,1116.6344864653677,856,88,32899.25972864638,58046.83823672293
156,GNO-BTC-PIVX-XLM-ARDR-ETC,1779.1090055049358,846,126,83495.23977825232,71998.92971010548
157,FCT-STEEM-XEM-LTC-STRAT-DASH,1841.259249421245,858,0,36460.69083651641,71173.33778581792
158,ETH-XRP-BTC-STRAT-GNO-DOGE,1218.4601168232182,722,126,36917.7055871463,58165.45463509152
159,ZEC-WAVES-DASH-FCT-STEEM-BTC,1081.5916543212686,701,95,35237.75715831935,53182.77369951734
160,ETC-LTC-XEM-XLM-REP-XMR,2102.1054674839265,812,0,89042.69406741054,90065.91593279611
161,GNT-BTC-XLM-DOGE-WAVES-DCR,1653.366760544195,845,85,92262.02518422792,96735.79024115435
162,ETH-DASH-PIVX-XMR-LSK-REP,1010.1650012511269,643,121,44864.07626283269,56093.55652201835
163,STRAT-PIVX-ZEC-ETC-STEEM-LSK,1504.4498073797922,852,0,45726.31592051943,65117.88030095847
164,GNT-REP-STEEM-XRP-LTC-FCT,1526.882955857736,910,0,36141.899969592785,61330.79370913929
165,STRAT-WAVES-DCR-ETH-DASH-LSK,1238.6471279432167,696,94,51385.16803400035,73007.94288980046
166,LTC-ZEC-DCR-ARDR-STRAT-XRP,1798.105449571653,898,0,36544.9325844193,66015.50724522289
167,DASH-ETH-STEEM-PIVX-GNO-REP,1031.1604851756058,739,105,29443.54345857372,43530.028880145845
168,ETH-DOGE-XRP-PIVX-BTC-XLM,1868.220618377783,693,177,97887.2377056194,115556.78699945819
169,STRAT-DCR-GNT-ARDR-STEEM-XMR,1737.7643417243419,966,0,38412.43479319629,73095.2725711252
170,ETC-BTC-ARDR-DOGE-XLM-PIVX,1989.850405922262,828,130,88582.53610475977,93301.17392779657
171,DASH-DCR-DOGE-REP-XRP-GNO,1232.4766506821,840,0,29361.431017092782,45289.50098463532
172,BTC-ZEC-ETH-ARDR-FCT-REP,867.2424748627386,603,167,27067.724639225024,40585.17746974201
173,STEEM-BTC-ZEC-PIVX-ARDR-XLM,2447.9383946481566,832,160,93560.47308775752,111302.67861593742
174,ETC-ARDR-ETH-XMR-STRAT-GNT,1078.0169029724436,764,116,32943.08616041456,53914.131437572854
175,DOGE-GNO-ARDR-REP-STRAT-DCR,1295.7760339908264,914,0,26355.6280700626,44658.82102940061
176,REP-STRAT-ETC-LSK-ARDR-XEM,2191.1094201278656,894,0,43846.75757653233,70651.32661192093
177,ZEC-FCT-XMR-ARDR-LSK-STRAT,1713.0455511606874,874,0,45987.6575043971,65807.76037036913
178,WAVES-XEM-ETC-XRP-REP-ZEC,1532.8442697631185,796,0,33700.71090124521,54238.55140738136
179,XRP-REP-PIVX-FCT-GNO-XEM,1378.2699599166642,882,0,26751.855138102706,43368.91063178903
180,ETC-BTC-ARDR-DOGE-STEEM-ETH,1334.1449319015794,659,191,39612.23977642496,70833.85326039368
181,ETC-ARDR-PIVX-REP-ETH-XEM,1336.5035440791023,733,131,28406.340014642545,51192.16627239257
182,DOGE-DASH-ZEC-PIVX-BTC-GNT,722.0756927726728,719,113,24135.187189337692,39951.59892661467
183,ETH-XLM-STEEM-ARDR-XRP-XMR,3390.7203579241545,799,149,109004.73746817699,171332.54666510088
184,REP-XEM-DASH-LSK-ZEC-DCR,1439.3558312553832,814,0,40101.52548049236,54750.5884582462
185,REP-ARDR-BTC-ETH-XRP-LSK,1622.4456505913947,608,206,53009.36528743548,81905.14713853732
186,DOGE-BTC-XMR-DCR-ZEC-LSK,992.5220226100255,707,71,46253.35081840731,61915.26736576879
187,GNO-XEM-DOGE-GNT-PIVX-BTC,1048.538591413898,821,69,24692.16178647669,43455.34687546839
188,LTC-DOGE-REP-WAVES-XRP-DCR,1496.5393623559507,880,0,38710.20884010397,63265.119188515375
189,XLM-XMR-LSK-LTC-DCR-ETC,2308.1972481171056,906,0,105588.05309986726,119080.41178437037
190,LTC-PIVX-FCT-STRAT-DCR-XMR,974.5449099146628,858,0,29527.810192887584,47400.60222042335
191,REP-ARDR-DOGE-XMR-LSK-BTC,1700.5005109428448,751,97,47999.848121160976,73121.2449946308
192,REP-ARDR-ZEC-XLM-XRP-ETH,2485.6336381599617,778,122,94910.06559764863,102565.12678621833
193,REP-XRP-LTC-GNO-STEEM-DOGE,1722.0164965741944,898,0,37785.192421895015,61938.36069248925
194,ETC-STRAT-XMR-ETH-DOGE-DASH,968.7334554006753,663,85,33938.94311271138,54763.37343128816
195,LTC-GNT-ETH-DOGE-REP-XLM,1649.1770811835856,811,97,89304.08892509012,86509.34390225679
196,PIVX-DASH-LSK-BTC-DOGE-STEEM,1489.995840416654,736,94,50414.54592117673,77177.94632010964
197,ZEC-PIVX-DCR-DOGE-LSK-BTC,994.6009203777671,752,74,41878.936160161815,56269.033971092875
198,PIVX-XRP-LTC-STRAT-REP-ETC,1285.9274734185526,856,0,30439.441820498683,49778.4280593162
199,ARDR-LSK-PIVX-DCR-XLM-REP,3081.5368175183003,1002,0,101480.749611049,112671.21023776641
200,XEM-PIVX-WAVES-XMR-DASH-XLM,2646.805756080855,894,0,94859.26074825274,115658.23235043272
201,XEM-STEEM-BTC-ETH-ARDR-DOGE,1888.450355118223,690,206,43269.401559167585,89946.67673872189
202,ETH-STRAT-REP-GNT-XLM-ARDR,1996.6314675567844,792,144,89603.49659932562,93538.60857872378
203,LSK-STRAT-DASH-DOGE-PIVX-XMR,1545.966696171273,838,0,47219.320464330274,71872.57394881306
204,ZEC-LSK-BTC-LTC-FCT-STRAT,1098.8187278101395,702,110,42673.43372641628,57249.083395701615
205,ZEC-STEEM-GNO-STRAT-XEM-BTC,1450.2198985723726,756,96,32105.907371325568,55542.20063007978
206,STEEM-WAVES-LTC-XMR-STRAT-GNT,1529.339179252542,908,0,42048.05198216402,74594.88277578923
207,DOGE-XRP-ETC-STEEM-WAVES-LTC,2002.382376827126,868,0,46199.03694225106,84671.4790464436
208,ETC-ARDR-PIVX-XLM-REP-LSK,3048.8064654405766,980,0,99702.39404806774,104499.43514093955
209,XLM-ARDR-STRAT-REP-BTC-GNT,2071.3058293674353,823,145,87063.03748320306,91894.39968188957
210,STRAT-XLM-FCT-LSK-BTC-DASH,2179.679585671201,797,125,103226.39906807222,113028.0264025654
211,DASH-LTC-XEM-ETC-LSK-STRAT,1745.3719710928106,842,0,45243.77058093948,70283.89737755148
212,DASH-DOGE-BTC-PIVX-XLM-ETC,1632.7349434213336,780,116,86104.46489789269,82826.98866993166
213,WAVES-DOGE-XRP-XEM-DASH-DCR,2024.4218584289706,862,0,41432.43732019147,79963.09322402473
214,DCR-XMR-BTC-DASH-LSK-STEEM,1383.6185659584694,710,98,52936.75368009108,80330.13072642485
215,XLM-LSK-REP-DCR-ETC-ZEC,2036.791909927068,928,0,96885.48068319297,85006.7704967373
216,DASH-DCR-LSK-BTC-ZEC-XRP,1194.1823988393887,698,94,47988.814930580666,65742.03815592217
217,ETC-DOGE-GNT-LTC-STRAT-ZEC,924.2748498828797,824,0,25902.858652571827,42753.34655576194
218,XMR-ETH-XLM-ETC-LTC-GNO,1384.120722640516,738,80,89504.98901580075,74760.57041981677
219,FCT-DASH-LSK-BTC-ETC-XLM,1723.5505939294476,749,111,100201.55346834393,93764.42098339189
220,ETC-GNT-ARDR-XMR-PIVX-LSK,1387.946767614953,902,0,43198.61791230513,61492.32857445396
221,REP-WAVES-XMR-BTC-ETC-DOGE,934.4128424279037,657,91,32390.598144402382,48667.1918722671
222,DCR-REP-ETH-XEM-DASH-ZEC,935.3916630436247,665,83,27253.550823602174,44191.12816086485
223,XRP-XMR-LTC-STEEM-ETH-DOGE,1819.5270341068376,747,93,49624.93423439217,93087.4698424978
224,LSK-WAVES-GNO-ZEC-FCT-ARDR,1534.4267496398872,884,0,43018.35797626815,51532.182194000125
225,PIVX-ARDR-FCT-DOGE-DCR-XRP,1730.9453237393507,974,0,34740.5539929427,62491.48596265221
226,GNT-STRAT-GNO-PIVX-ETC-LSK,1067.2796241890348,918,0,35817.71691416268,43244.17739919598
227,BTC-WAVES-DOGE-XRP-XLM-DCR,2194.340913200471,806,96,100614.11063470508,124816.08264141728
228,XLM-GNO-LTC-WAVES-ARDR-PIVX,2474.3293950793695,958,0,90653.68979908984,89961.23893937471
229,REP-ETC-WAVES-BTC-DOGE-STRAT,1012.1110022890915,698,98,30608.62639115648,48592.62298748089
230,FCT-ETH-DOGE-ZEC-REP-GNT,755.3649772778898,748,66,24315.007912171437,36841.94218969928
231,LSK-REP-LTC-XLM-DCR-DOGE,2663.4202928295845,958,0,103773.7848418131,117085.20225644414
232,GNT-LTC-DASH-GNO-DCR-XRP,1091.6581535834753,900,0,29762.58706920311,45568.80160008271
233,ARDR-WAVES-LTC-STRAT-XRP-DOGE,2242.1527555798307,872,0,44736.90762494487,85553.6759575436
234,XMR-XRP-ETH-REP-LSK-STEEM,2066.397773867574,707,117,59905.43944563119,100106.21999556417
235,ARDR-PIVX-XEM-LTC-DOGE-DASH,1898.5550304511007,890,0,32637.933634128087,65984.49111451252
236,ETC-WAVES-LSK-FCT-XRP-ARDR,2251.6592591443095,898,0,53004.48244651463,82488.12397470085
237,WAVES-ETH-LSK-REP-DCR-XRP,1626.4470618334617,767,93,54566.90464667088,78929.1169817537
238,BTC-DASH-XMR-STRAT-WAVES-DOGE,1079.210246355478,683,87,37717.58128535744,60390.228151407544
239,XEM-DCR-ETC-REP-ZEC-GNT,980.8398674625115,852,0,20807.883724980744,38160.76879983363
240,ZEC-GNT-WAVES-ARDR-DCR-PIVX,1097.8323395298435,924,0,28682.430673829298,46796.38076475523
241,FCT-REP-ARDR-ZEC-GNT-STRAT,1174.9198861640107,896,0,22913.30920235329,40059.01166284163
242,WAVES-DCR-DOGE-REP-GNO-PIVX,987.6653635956544,890,0,25940.08707313012,39122.02938033127
243,LSK-DCR-ETC-WAVES-STEEM-XMR,1722.3895525255982,876,0,55194.008683212334,85556.6993063009
244,GNT-STRAT-WAVES-DOGE-FCT-ZEC,1140.5527373687155,906,0,29358.7869401252,47732.85506184111
245,LTC-ETH-PIVX-BTC-GNO-STEEM,870.1782813684871,627,165,34052.22160782657,51050.99482072483
246,ETH-DOGE-ETC-ZEC-DASH-XMR,730.0454326552564,614,70,30893.426660557267,43476.37265616503
