portfolio,total_fees,num_trades,num_trades_saved,end_price_HODL,end_price_rebalanced
SBD-ZCL-SLR-SPR-NXT-DOPE-SYS-ENRG-CLAM-STEEM,2191.9820108581926,1720,0,13124.634383395474,62009.84732760195
LTC-CURE-CLAM-XCP-BURST-EXP-NEOS-EXCL-EBST-SBD,1540.8111690195526,1566,0,13761.068187827694,43634.53676030376
LSK-ETH-MONA-EGC-DOPE-TX-NLG-EXP-BCY-POT,1507.8390489998892,1506,0,22918.293586003343,47934.12259003163
BYC-SYS-NLG-ETC-ERC-DGB-AMP-VTC-BSD-PIVX,973.9763345624449,1490,0,17220.542406352437,36017.79362425556
BSD-OK-NLG-NAV-XRP-LSK-SLR-CURE-EGC-RVR,1964.9518661148377,1560,0,19302.91799377222,58561.42700748887
NEOS-AEON-BRK-SEQ-PIVX-BYC-ZCL-NLG-LBC-ZEC,1814.6544124873858,1652,0,15810.656768484761,50684.080748543536
ABY-ETH-SPR-SHIFT-AEON-POT-BRK-RVR-NEOS-EXCL,1901.1544472278506,1656,0,14720.465444910536,48134.768370441496
PTC-OK-XVG-POT-NEO-NLG-BURST-BYC-NXT-ETC,2702.516140470744,1600,0,74735.70946572874,85041.20087135988
NEO-NLG-CURE-ENRG-DCR-LBC-TX-SEQ-CLOAK-AMP,1974.3720363621364,1596,0,57308.4146142213,64701.84745145832
TX-ERC-NEO-NLG-STEEM-BSD-RVR-DOPE-SYS-XCP,2726.686160265305,1690,0,52939.04111612948,85588.81958050077
ZCL-RVR-VTC-EGC-NEOS-RBY-STRAT-REP-PPC-VIA,1921.2965969764966,1704,0,16211.208177528015,57526.11128708986
DCR-LSK-RBY-PPC-SLR-ZCL-XMG-SEQ-DMD-SHIFT,2281.1333016490835,1618,0,21817.66334426629,72665.22121604402
EBST-EGC-XMR-BRK-VTC-ABY-ZCL-ERC-XRP-AMP,3475.9631902034075,1784,0,19180.312344445723,103922.17851682809
FLO-EGC-EXP-SYS-DCR-AMP-NEOS-XMY-EBST-RVR,1691.1903859064757,1644,0,14352.693934668257,47984.77825231112
CLAM-NLG-DCR-AEON-ERC-ENRG-PTC-CLOAK-GRC-BSD,1448.3158401839833,1534,0,22410.176411025303,50779.5506413256
DASH-ERC-SHIFT-XMG-GRS-PTC-PPC-ENRG-ABY-VRM,2609.8131134599003,1678,0,38006.28199554472,86221.3735723535
ERC-PIVX-OK-DOGE-CLOAK-NLG-SLR-NEO-ABY-XMR,2418.14523317104,1580,0,58985.31840374168,81763.8293339415
BLK-STEEM-RDD-ABY-XRP-RBY-NXT-AEON-STRAT-XMY,1499.7538008997058,1516,0,14569.407977364364,47388.863217984064
ZCL-ENRG-EXP-REP-XRP-CLOAK-LSK-AEON-BSD-SLR,2229.334395796069,1712,0,23435.332198531934,72547.95213903362
MONA-PTC-BURST-EXCL-TX-XCP-OK-LSK-BSD-NXT,2873.862111568917,1706,0,28303.17330251121,84744.20356248392
OK-GRC-XVG-CURE-SYS-NAV-IOC-XRP-ETC-LBC,1624.0840394853492,1562,0,35681.162974155086,49843.88496938956
RDD-VRM-FLO-CLAM-ZEC-WAVES-XMR-GRS-EXCL-STEEM,1532.1481130220102,1554,0,37914.509453867344,63461.62834444946
XVG-AEON-PPC-EMC-BYC-FLO-REP-RDD-XMY-NXS,2302.978534441458,1664,0,39745.147155708146,77614.98304438672
ZCL-IOC-AEON-XMR-EXP-ERC-EBST-BTC-XMY-ABY,2743.7922403971556,1623,107,17541.489632985744,84224.7661617514
SPR-ABY-ETH-BLK-PIVX-NEOS-ZEC-EFL-REP-DOGE,742.5824206267548,1321,7,11242.076429793553,26234.326595818115
LBC-LSK-ENRG-GRS-AUR-EXCL-EBST-WAVES-SYS-FLO,2366.2904870151433,1668,0,39294.550685296,83627.17420477327
REP-XMR-NXT-DCR-AUR-AMP-ETC-BLK-DOGE-XLM,602.3282060594804,1262,0,15366.14013027302,26157.749536708176
NAV-DASH-DOPE-PPC-SPR-LTC-GRS-SEQ-NEO-PTC,4226.248410829009,1750,0,77954.91088802603,150208.05609826068
PTC-NXS-CLOAK-NEO-RVR-SEQ-RBY-VIA-BRK-DMD,4839.572693199962,1718,0,63166.75605110339,132180.00678749575
ERC-XMR-SEQ-XST-ENRG-XCP-XMY-REP-ABY-XRP,1758.713273678072,1532,0,18516.3407653423,54634.03673221603
AUR-RVR-REP-SYS-NLG-XLM-AEON-OK-BLK-XMY,1757.5581842925837,1634,0,17189.87831699471,53871.96141262492
FLO-CURE-BTC-NXS-EXP-GRC-VIA-CLAM-RVR-IOP,1002.6650680956881,1415,107,13283.276926589875,31324.001167461145
RBY-XST-IOC-CURE-ETH-STEEM-DCR-DASH-AUR-SLR,1125.5043089592323,1383,3,17382.47803204969,42064.086858802286
IOP-FLO-SBD-BRK-IOC-XRP-NAV-GRS-SPR-XMY,2839.727663722698,1832,0,32926.710860282146,80433.64809129601
ERC-XST-GRS-LSK-BURST-FLO-ETC-IOP-ETH-VRM,2525.059210856485,1768,6,42061.18048397599,96510.65109947798
BRK-LBC-BSD-NEOS-EMC-CLOAK-SLR-LSK-GRC-POT,1494.8607542046004,1534,0,21370.469948122136,43417.38199009159
DASH-CLAM-NEOS-PTC-OK-AMP-EMC-EFL-VTC-XLM,1433.8554882196959,1566,0,20163.874418458927,48006.10448257359
SYS-CURE-ERC-XMG-XMY-EMC-IOC-POT-SBD-NLG,1498.6714532679255,1498,0,13937.939208166397,45086.56423593436
CLAM-PIVX-BYC-EXP-OK-XMG-STRAT-EFL-VIA-ETH,1165.1908038578576,1454,10,16583.466473868615,37901.353602454314
AMP-IOP-NAV-DASH-POT-EFL-EXP-AEON-RVR-BRK,1463.96536153216,1622,0,12184.469341794651,36765.55496677783
NXS-STRAT-EXCL-NEO-OK-VTC-LBC-EBST-IOP-XST,6232.103349663837,1888,0,58636.64536902617,166556.30727299117
EGC-XVG-ERC-SLR-AUR-GRC-RDD-NEO-BSD-DOGE,2560.0331743430497,1570,0,74271.00743527431,93246.05946951293
SHIFT-VIA-NEO-SYS-CLAM-ENRG-EMC-DGB-REP-BLK,1315.9919668821349,1494,0,51605.82219723591,50540.78296347322
AEON-CLOAK-ENRG-ABY-BCY-DASH-VTC-CLAM-NEO-SPR,2429.516777908967,1640,0,56700.23281558196,70091.72218246432
EXP-WAVES-ABY-REP-ENRG-BSD-SBD-EMC-VIA-FLO,1093.9787148966218,1494,0,12489.807855589925,35195.55716975379
EFL-DCR-STEEM-ETC-CLAM-EBST-PTC-SYS-DASH-LSK,1317.084647307881,1458,0,21164.275589022174,51849.05540840465
NLG-ZCL-RDD-MONA-NXT-XCP-SHIFT-GRC-BSD-ETC,2106.228901133423,1700,0,21735.997678803196,65731.29489789128
NAV-NEOS-EBST-BCY-SBD-MONA-ERC-ENRG-SYS-OK,2705.1048463979323,1704,0,21883.381649594165,79218.9953808937
SBD-SHIFT-PTC-POT-STEEM-TX-CLOAK-BCY-DMD-PIVX,1797.8574402159313,1594,0,21453.291641030315,55481.63878292735
SBD-SHIFT-POT-ZCL-BRK-GRC-TX-MONA-DMD-PTC,3393.1406643772007,1802,0,22552.680926085428,92333.80932357987
NXT-DOGE-BTC-ETC-DASH-BURST-XMG-STRAT-BLK-GRS,1060.6523201307166,1330,104,34718.79073266322,47210.449961328915
DOGE-AEON-RVR-AUR-DOPE-DASH-BCY-XVG-XLM-PTC,2455.4847125328292,1574,0,40093.50857555142,75563.19027924202
VIA-XCP-EBST-AEON-RBY-EXCL-DCR-SLR-PIVX-DOGE,1774.2060342110635,1610,0,17872.847825684574,58010.168357550014
NAV-XMR-LSK-AEON-NEOS-XCP-EXCL-XST-MONA-XLM,2643.2093562957716,1632,0,32169.455680782,88817.18144402752
CURE-SPR-AEON-MONA-NXT-BTC-ZCL-RDD-LBC-VRM,3300.8327516629815,1714,108,23321.08798598702,100491.24536686899
GRC-CURE-XCP-AMP-BYC-NLG-RBY-XMR-SHIFT-CLOAK,1149.8769756792954,1530,0,19212.158179879545,35966.53253075346
NXS-BCY-IOC-XVG-XCP-XRP-CURE-PTC-AMP-EXP,1402.4087843656212,1580,0,34713.76932204986,38067.28204603746
AUR-EFL-CLAM-EXCL-ZEC-POT-TX-NLG-AMP-SYS,743.8477764578975,1442,0,11475.899014145703,25063.31802852271
BCY-ERC-EGC-DGB-EFL-RBY-SYS-BTC-BURST-BYC,860.2125557322275,1311,103,15949.779181542615,37694.27782334651
LTC-XRP-STEEM-XCP-EBST-SYS-STRAT-EXCL-NEOS-WAVES,1393.1427700237878,1526,0,16162.399970407148,47036.33448114166
NXT-XCP-WAVES-ENRG-LTC-NEO-TX-ABY-LSK-EGC,2109.2852836799448,1572,0,54308.316589843336,66593.58752697324
SPR-DOPE-AEON-ABY-STRAT-VTC-RVR-NAV-PIVX-ZEC,2212.063262272718,1698,0,16724.607573501507,59400.7325480868
RDD-VIA-DGB-WAVES-ETC-NEO-FLO-LTC-XST-XMG,2032.7288285882457,1526,0,57062.244950170934,79808.76846334447
GRC-EXCL-BSD-NAV-STEEM-ETH-AEON-NXT-GRS-PPC,1834.83776236765,1558,0,38752.705570739636,73457.14418086494
EFL-GRS-BLK-IOC-WAVES-ABY-ZCL-XLM-ERC-BURST,2572.3475527391092,1812,0,38721.822209388265,98538.05623622287
DMD-XVG-DGB-BCY-AEON-VIA-IOP-LTC-GRC-AUR,1839.4212547399275,1612,0,37169.93896682279,58132.88802392045
LTC-EXP-BYC-GRC-XMR-SLR-NLG-XLM-BRK-REP,854.6928412976229,1322,0,16986.559190545566,30567.177149573174
XCP-PTC-POT-VIA-SBD-EBST-CLOAK-PPC-IOP-XMG,2936.419088804992,1750,0,20440.409961872112,78878.39524339454
DCR-DOGE-GRS-WAVES-CURE-BYC-DGB-NEO-XCP-BCY,1608.290997570841,1570,0,72578.26480567455,68944.39154892247
PPC-SHIFT-IOP-ABY-IOC-POT-DCR-BTC-AMP-DASH,735.4399747976842,1344,102,12656.55410593475,26338.72897528032
XMG-CLAM-BLK-SHIFT-STRAT-BRK-EXCL-ZCL-SLR-DASH,1832.1866389441636,1606,0,14989.794233646568,54045.30658649285
NAV-EBST-AMP-SPR-FLO-BYC-CURE-BSD-XCP-EGC,2039.904512889986,1714,0,14375.585775288111,55652.45666629689
SPR-WAVES-EXP-SYS-GRS-XVG-LSK-CURE-ZCL-TX,4256.388342795736,1888,0,61228.48053323098,148054.92141465968
BCY-BRK-NEOS-EMC-NXS-RVR-XCP-DCR-DOGE-XMR,1111.2714503662423,1530,0,15359.69011576327,34261.33282441848
SYS-DCR-NEOS-ERC-BTC-STEEM-POT-VTC-RBY-EMC,946.0803331475819,1370,100,18569.182466610902,42397.22247984836
EMC-CURE-TX-SPR-EFL-NXS-OK-PPC-IOC-DCR,1702.0040438480303,1652,0,16776.54340781356,54224.97557208716
SPR-EBST-XCP-XMR-XMY-NXT-OK-XVG-ETH-EMC,3856.516790763781,1764,4,39601.079500277796,110072.19297587592
XRP-LBC-EGC-ZEC-VTC-DASH-BLK-AUR-PTC-SHIFT,1112.9163101415022,1414,0,16322.722376013604,37384.478616621775
BRK-AUR-EFL-DMD-LBC-GRS-ETH-DOGE-STEEM-AMP,1359.7526859937395,1506,0,34762.77298910477,50641.53178324525
SLR-DGB-STRAT-TX-DCR-ERC-BTC-BCY-ABY-REP,821.804707948355,1396,104,14483.404510805283,34286.25260245848
ENRG-BTC-VIA-XVG-PIVX-XLM-XCP-XST-ERC-DMD,2360.785317476841,1548,110,44572.38595038316,87520.69354140907
XRP-BLK-GRC-XMY-STRAT-BSD-SLR-NXT-RDD-RBY,1228.0040361410252,1464,0,13365.134882470024,38333.888061413265
LTC-EXCL-SLR-CLOAK-BRK-FLO-XST-TX-ZEC-VTC,2414.661948843714,1664,0,26310.929669549703,78550.92241335253
BSD-ABY-DGB-NXS-NAV-CLAM-ZEC-IOP-REP-MONA,1540.819610991031,1602,0,19737.953373644807,51439.37858955131
BYC-XRP-XMR-EXP-MONA-SHIFT-DOPE-NAV-DOGE-VIA,1663.0120897960753,1470,0,24230.84003773393,55792.21194738485
DASH-CLAM-XMG-EGC-EXCL-LBC-DOGE-REP-IOC-SEQ,1107.6129535544892,1398,0,14580.587934163896,33406.57926761444
XLM-CLAM-IOP-PPC-DCR-EMC-CURE-AEON-BURST-RVR,1253.7570461320324,1594,0,17170.501738348346,45960.21898489767
BLK-GRS-BSD-WAVES-STEEM-NXT-EXCL-SHIFT-NLG-PTC,1916.0145988165632,1620,0,38447.938290852384,70489.74697731952
XMY-XCP-POT-AMP-SHIFT-ABY-DOPE-XMR-SYS-ETH,1251.3444848689835,1471,1,15128.33785527309,38800.9569348848
BRK-NLG-ENRG-RVR-SPR-XST-LBC-SEQ-POT-FLO,1739.6841250102698,1636,0,14568.601034046438,42901.349054471255
VIA-ENRG-EMC-FLO-ERC-IOP-PTC-NXS-BCY-LSK,1631.478614881249,1666,0,20203.960680059303,50359.46666455432
SYS-ABY-PPC-NXT-CURE-MONA-BURST-ZEC-LTC-DOGE,1026.8691146392068,1392,0,20633.211371252768,40313.53402317903
WAVES-NXT-DOPE-AEON-XMG-RDD-BYC-XLM-NAV-PPC,2240.6648954552356,1574,0,20515.41496015821,73411.61482389025
POT-ENRG-RBY-BTC-FLO-EMC-DCR-ETH-SHIFT-XMR,727.6495216590031,1269,99,16657.359008873023,34226.470643741035
ZCL-XLM-XVG-MONA-BCY-CURE-CLOAK-IOP-LSK-OK,6484.769494691834,1968,0,55615.382254161355,206426.35444244673
AUR-NEO-BTC-TX-PIVX-XST-EXP-BURST-REP-ZEC,1517.141154865908,1415,91,52645.75143469245,60740.10111086685
RVR-ZCL-BSD-STRAT-BYC-XVG-AMP-RBY-NXT-XCP,2720.6319439223853,1720,0,35765.89808389899,74423.50726694397
SLR-STEEM-DMD-NEOS-SYS-AEON-EGC-DOGE-BLK-IOC,1133.9997520611878,1500,0,13496.399291282332,34112.225141078
AEON-ZEC-FLO-BCY-ETC-PPC-NLG-CURE-BRK-NXS,796.2309745156205,1388,0,12053.479916057251,26707.72619231463
CURE-NAV-NEOS-DCR-ERC-RBY-VRM-SYS-LTC-NEO,1925.4842614652948,1514,0,54876.082249867,73451.7533208695
BLK-BYC-ENRG-BCY-DMD-BTC-NXS-ZEC-WAVES-ZCL,1150.5475271894572,1429,113,15070.395809637563,40196.68056490304
EFL-LBC-XMR-NXT-BTC-ETC-TX-FLO-LTC-BSD,828.090669963579,1211,87,15711.684296475092,34145.42799837872
DMD-FLO-XST-ABY-EFL-BURST-SPR-EXCL-VIA-AEON,2471.21388881037,1750,0,19622.35643786112,71095.60949459176
VRM-DASH-AMP-PPC-GRS-LSK-EXP-XLM-SYS-BLK,1441.8959631993578,1608,0,40128.43637054499,56005.26825170925
IOC-SHIFT-DCR-EMC-BRK-DMD-RBY-SEQ-XST-STEEM,2077.727646364534,1604,0,21015.8268616419,66214.39014752772
NEOS-VIA-LSK-ZEC-ZCL-CLOAK-LBC-GRS-GRC-ETH,2563.557073853782,1725,3,45898.782872634336,95946.70053986208
ETC-PIVX-XCP-DOGE-EXP-TX-AMP-NEOS-IOC-XRP,657.583025768834,1448,0,9054.838160751353,19344.62545946676
EMC-SEQ-ETH-CLAM-BURST-DCR-DOPE-NXS-LBC-NLG,1270.2290199749295,1496,0,18244.962143635472,44673.22918373435
BYC-TX-FLO-PPC-BLK-DOGE-WAVES-ERC-XMY-ZEC,815.3171195790119,1414,0,12643.904617606555,29553.985596399092
XVG-DMD-SPR-SHIFT-ZEC-ABY-ETC-LTC-RDD-IOP,2089.8201606563916,1680,0,37040.24971358736,65844.54598171751
FLO-GRS-VTC-RVR-DGB-VRM-DMD-SEQ-CLOAK-ZEC,3423.614178466258,1794,0,45831.482045929835,112391.79331366054
LBC-DOPE-BLK-ABY-STEEM-ENRG-ZCL-XVG-NEOS-MONA,3690.502642095161,1818,0,41433.21541771872,103875.70547827803
RDD-STRAT-EXCL-NXT-XST-BRK-EBST-CLAM-EMC-SYS,2873.100390435986,1752,0,20447.02342121936,89816.00029015295
PIVX-NAV-EGC-VIA-PTC-DMD-XST-BYC-WAVES-LTC,1911.222204144331,1490,0,23706.311307003805,66158.99971291998
DCR-XVG-ETH-ABY-EXCL-AMP-CLOAK-DOPE-VTC-XLM,3274.0551244071526,1694,12,50025.144453918874,120828.26437498894
NLG-EXCL-PIVX-CLAM-PPC-SLR-DCR-AMP-XRP-RBY,667.7223586175704,1394,0,13026.521769821004,24874.38353449081
ETC-STEEM-DMD-RBY-ERC-XMY-NXT-NXS-RDD-BRK,1924.454334587201,1620,0,17713.21166529027,60102.12408144183
EMC-SYS-VIA-SEQ-EXP-NAV-LSK-BLK-DMD-BURST,1343.922785545163,1518,0,21686.090842396938,45854.767469747094
EBST-ABY-XMY-NEO-CLAM-DCR-NEOS-DOGE-LSK-NXT,2390.0809157182057,1540,0,54512.08749278339,76825.50678562897
XMY-EFL-FLO-XVG-STRAT-ABY-WAVES-REP-AMP-NAV,1482.5544499507198,1548,0,34055.35318862132,46072.08955900203
XST-AEON-ETC-BURST-OK-ABY-LBC-SEQ-XVG-XMG,3603.9636228706477,1760,0,40984.12203623992,99096.9495391309
RVR-XVG-BCY-DCR-XMY-STRAT-XRP-BSD-ENRG-RDD,1732.3023517233185,1528,0,37611.71608405091,58949.08374893406
SYS-LTC-XVG-GRS-GRC-XMR-XMG-ENRG-BYC-EMC,2683.6800073802297,1696,0,61209.799260200976,105283.00800933207
RDD-CLOAK-ENRG-CURE-DMD-NEO-PTC-STRAT-BURST-IOC,2852.0352526627157,1634,0,59498.28048910912,88455.2972754093
PPC-SBD-TX-XVG-VTC-BRK-NLG-ZEC-PIVX-NEOS,1904.8190840949906,1566,0,35558.68960783937,56648.913091367176
DOPE-SHIFT-ETH-NXS-XRP-XST-DCR-EBST-BLK-WAVES,2635.716438861752,1659,11,21569.142652544917,90055.08246491323
SHIFT-DGB-BTC-GRS-NXT-LSK-CURE-BLK-ABY-RBY,1813.908108994275,1491,113,39180.08494793866,73043.73466804661
TX-DCR-NLG-IOP-PTC-FLO-AEON-CLAM-SHIFT-DGB,1244.161427134736,1620,0,15402.018800026608,42497.61691587316
PPC-XST-RBY-CLAM-STRAT-AEON-IOC-ZCL-VIA-NEOS,1924.4684104359712,1738,0,15943.481015028796,55415.84913185146
LBC-XRP-AEON-DCR-SBD-BLK-POT-DOGE-EXCL-EBST,1580.8354397942462,1590,0,14843.981033487848,51448.016396093706
EFL-SPR-PIVX-PTC-IOC-WAVES-CLAM-DASH-PPC-XMR,848.1409658369732,1392,0,14416.297158569907,27962.97386242815
STRAT-NXS-ERC-EFL-DOPE-EXCL-BYC-NEOS-SPR-VTC,2341.2786649117897,1668,0,19397.794059837437,65727.59038213512
POT-AMP-RDD-XCP-GRS-IOC-CLAM-BCY-REP-BTC,896.6657252893733,1391,109,32736.79021649341,34869.893928607795
EFL-WAVES-BRK-STRAT-IOC-GRS-FLO-ABY-ETC-AEON,1604.1110474402772,1654,0,33521.618439377875,53617.12590620018
EGC-STRAT-SYS-DASH-ENRG-BLK-BRK-EFL-IOC-XRP,1081.2267798421765,1460,0,12771.500062431229,34195.96061768685
BURST-LSK-EXCL-RVR-VRM-CURE-DCR-RDD-ABY-BSD,2080.2722849195547,1596,0,22306.89857134959,68705.40717109389
DCR-AEON-DASH-XMR-ZEC-CURE-MONA-EGC-ERC-LTC,1255.3960115916377,1368,0,26569.632062781915,58816.51021352954
AEON-LTC-BLK-XST-RDD-VIA-SPR-BURST-SEQ-EFL,2376.4012114261245,1690,0,22419.24332833147,75967.55087475531
XVG-CURE-DGB-BCY-RBY-NLG-SPR-NXS-CLAM-AEON,1646.3772497661034,1608,0,34462.72277063991,49973.59994700831
LSK-BRK-VIA-MONA-XLM-BSD-XST-SBD-XVG-ETC,4271.804859315719,1698,0,52341.091074168864,143343.33219060232
XVG-EMC-XMG-FLO-CLAM-REP-XMR-AUR-MONA-DOGE,1618.6519102360296,1492,0,41784.87216880372,59023.78298336821
ERC-LTC-VTC-WAVES-EFL-ZEC-NAV-TX-ABY-BRK,1421.8691406542846,1492,0,17954.008034431467,49987.64132395545
EXP-TX-DMD-PIVX-EFL-XMG-BRK-LTC-XLM-GRS,2475.2420786366984,1662,0,40654.25589693987,90853.98376190916
LSK-NAV-NEOS-XLM-DGB-XVG-BCY-NLG-GRC-NXS,1570.2094634867317,1514,0,41512.68973133911,53204.153223884976
PIVX-EBST-VIA-XLM-BYC-DCR-NXT-WAVES-NAV-CLAM,1518.564064725135,1510,0,21024.903919682343,57250.08431784202
NXT-ENRG-BRK-RDD-STRAT-NEOS-BSD-SYS-MONA-DGB,1731.8725943841416,1596,0,21416.50412810242,55388.079162583
PIVX-XMR-REP-ERC-DOPE-GRS-GRC-AUR-BCY-SPR,1704.011347360362,1596,0,35924.1184800342,62636.14560404787
XLM-BRK-CLOAK-XST-OK-REP-BCY-WAVES-NXT-SYS,2178.4200725339065,1618,0,25862.62628131688,74217.37912079577
GRC-XMY-XMG-XVG-SBD-CLOAK-BCY-WAVES-VIA-MONA,2981.250449268232,1598,0,47978.45561636929,91742.3894369807
XMG-ZCL-EBST-LBC-CLOAK-EGC-GRS-SHIFT-DGB-EXCL,7127.449243280727,1962,0,45721.58037506221,235878.0944571726
NAV-IOP-STEEM-EFL-DCR-XMR-XRP-LTC-DMD-ERC,1239.6320138103404,1494,0,19684.010879685247,50600.26915566175
MONA-LSK-XMY-OK-BYC-ETH-DMD-EBST-CURE-RBY,3698.8241432582904,1678,0,28380.605782987997,110129.4387444728
STRAT-NAV-LTC-XMY-EMC-IOP-SBD-CURE-XLM-BRK,2029.1430806505666,1648,0,17361.169611018504,63917.183774817735
NLG-RVR-DCR-FLO-BSD-BYC-NXT-EXCL-ERC-TX,1441.6035184865843,1546,0,17935.419865405933,47740.0405219538
