,hodl,hourly,daily,weekly,monthly
RADS-WAX-IOP-COVAL-PMA,2879.50002170898,5458292.434870351,17211.908579996263,4767.103130841665,4230.3690791194595
XWC-ENJ-IGNIS-STORJ-XVG,2866.4611885194195,4993.862853205279,4136.552793938601,3893.392117817497,3259.89214020103
POLY-ARK-DOGE-RDD-SBD,3031.208929403217,5266.989367126887,4698.2328446287265,4048.681835042185,4236.121924735056
NLC2-EGC-IHT-DOGE-SLR,3009.924298788178,11346.20023702812,7866.42552520288,7324.9138652562815,4853.838328922043
RDD-TRX-EGC-XNK-OMG,2803.733118556333,90253.63870499784,10737.785022042315,6018.960696937345,3697.0522257863813
RFR-2GIVE-POLY-NXT-MORE,2800.634749806526,7134.350523355741,5283.014002655976,4329.904138012944,3170.1268760619155
SC-ABY-LBC-NXC-QRL,2892.148349115684,8587.16853591952,6681.85491038465,6749.923352992056,3245.934652212593
TUBE-SLS-TIX-TRX-GAME,3202.605166119862,7693.263623935023,5864.053482269815,5261.0783276903885,4267.610338379699
UP-MLN-SLR-WAVES-QTUM,3313.1096495018965,7731.651018771346,6386.910073551137,6599.82589019732,3703.154859673002
GTO-MCO-GNT-UPP-DNT,2596.0788321583623,7847.429792560803,6462.339653632921,5357.495910776528,3328.486223417422
FLDC-MCO-EXP-HMQ-XST,2869.2138056505573,7517.632511902128,5965.523488188261,5135.752129393208,3962.597031903517
POWR-SHIFT-ETH-SEQ-XMR,2605.026643285904,5527.571548420488,4133.226490331855,3201.3882147541335,2751.183852301311
SIB-MEME-TUSD-TKS-OCN,3451.894561501555,16746.628448163283,10464.618491470046,8206.084239934738,4384.096715021061
REP-MORE-ADX-VIB-BAY,2797.8899700908887,6914.09409886622,4860.812837470918,3763.225696723853,3187.3076348224267
DOGE-XRP-ETH-CRW-DASH,2705.9951221371593,4700.457464261847,4209.9725101558315,3805.754794079795,3454.54646895147
BFT-PTOY-ADT-PRO-SYNX,2489.158729451268,10268.270813077728,6157.870892736941,4915.705090886172,3222.800991889309
GRS-ADA-QWARK-VRC-NXC,3223.181393406253,12773.736298851885,8033.36738100482,9818.6120808214,3994.7186518342637
DCR-NGC-GAM-MUSIC-OCN,2409.886434685769,6818.22702601566,5802.949962614389,4029.0584266168185,2834.449692374602
CURE-BCHABC-TIX-VRM-QWARK,3302.1325300617327,16598.701428927612,11784.278445492026,13248.201398612118,3864.384998478025
ANT-DOPE-GNO-MONA-AEON,2863.7103667408396,7247.665025887834,5792.872017165243,4935.72335060925,3339.9493657499047
ETC-THC-RLC-CRW-ZEC,2303.9808586851955,4934.177813761884,3822.9249609124126,3458.382571595156,2848.915889093679
ADA-WINGS-NAV-BITB-BOXX,2213.3702904367415,6172.454431872482,5017.001472059619,3713.110604793279,2926.707918591007
FLDC-BITB-DCR-SPC-LSK,2152.8361786993696,4.142389778485108e+60,10610.872999623769,8324.082458944438,2646.974951155236
BAT-CURE-ION-ENG-DNT,3231.165672821791,8105.015625308881,6391.983259639817,4808.556026048114,4132.800949335597
POLY-MONA-FTC-SALT-QWARK,2824.90159167961,8844.103985369264,6768.2830602863805,7109.432194676302,3887.346380515073
BAT-BCPT-MER-AID-NXT,2595.301417086973,9345.212480878576,8029.046014357447,5773.349459315794,4270.925766573068
DOGE-GNT-PINK-CVC-REP,3147.8861283494225,5362.919357536082,4689.222187552081,4381.251377808823,3729.298983683949
GO-PIVX-OK-ZEC-MER,2511.47789822314,4841.853676097619,4054.4275010524843,3656.8429002838975,3581.3974162958752
GAME-BSD-OCN-FLO-BLOCK,2682.551270641815,12642.756584633902,7911.7211067763465,5175.5975081070665,3175.2544130406804
CURE-ABY-MUE-TKS-BRX,3111.5869645819184,14510.839489225016,7577.191780178876,4820.926291389863,3507.6004480292713
KMD-ADX-BFT-DGB-VRM,2800.9784638141637,5525.638023772053,4380.785498619762,3629.156746055943,3206.5284865462922
PART-VEE-BAT-GTO-BOXX,2693.1338195588532,8480.797990255078,7289.370633074976,6907.288710036913,4409.9823415963865
XNK-BLOCK-VIA-GEO-STEEM,2482.118836681063,90709.2068737124,11960.77866349297,5813.779296368782,3369.4429434794397
XZC-UKG-BOXX-XLM-EDR,2342.4185134730137,8013.404237651013,7383.822756392657,6154.479434829561,3984.6629692136494
EGC-MET-BAY-HYDRO-BNT,2472.9579547867825,5636.024522316282,4561.031953532432,4492.332720941184,3063.8623563646124
MORE-MTL-GNT-NEOS-MONA,2666.370030457388,11775.732660034237,7691.093203518206,4918.375623494576,3235.24220452945
TKS-SEQ-STORJ-DGB-EXP,2695.9574227310463,8801.15601402798,5250.61265471775,3806.792581095791,2908.855267809517
REP-DTA-BCHABC-BURST-WAX,2584.4901820958903,11863.019875167793,8654.37980617027,7702.577906565047,3882.863969926043
EXCL-THC-RFR-MFT-MANA,2832.757364688224,11541.311273404062,6945.558033183159,6084.09615559673,4034.988902285992
RVR-BOXX-PAX-XLM-NMR,2681.4677579427034,9182.630149263972,7791.419789999192,7869.967266900628,3962.4854233320643
BAT-EXCL-XMR-GNO-SNT,3228.5698857994066,9875.244076070627,6530.831402264687,4958.339469709792,3699.5494975020288
EMC2-BCHSV-ABY-MUE-QTUM,2996.010978387664,19573358126.546963,61105.508796416405,11540.688006840892,4595.825570201666
DOPE-NXS-LSK-NBT-BCHSV,2823.1155904713323,24458151139.172714,82723.21163240031,15820.642431554868,5016.006035084385
CLOAK-SYNX-QWARK-DGB-OK,2954.549024196365,14726.870704410609,8374.298454749107,7992.449035423759,3930.4983848445268
XNK-LTC-VEE-NLG-DCT,2880.1622462515784,88023.94011508195,13013.993574267564,6778.855296463786,3766.024094315671
GRC-BLT-HMQ-CURE-LRC,2714.678952137728,10191.400411956774,6357.933192968919,4231.858334944915,3702.77759199264
GBYTE-EBST-ARK-PRO-RLC,2861.8090297549656,6064.168221386153,5145.28470823365,4516.30874765209,3622.3135844506414
ZCL-ZRX-ENJ-BAT-BTC,3007.6727974496553,5580.342505932718,5042.960335762282,4648.469972333251,3973.8882921692016
SYNX-STEEM-BCPT-PRO-VRM,2363.8720055311223,10671.554637597745,7172.0951100641405,5869.339820023511,3324.5115358881303
PMA-WAX-EMC-XEL-UBQ,2808.3922265887877,5903235.249529596,20324.661429439424,5325.776717199398,5007.817526022531
XHV-POWR-EXCL-ETC-RFR,2746.3655970372088,13041.221680188048,7250.08199631506,6403.169120384849,6503.51782088763
LTC-IGNIS-TUBE-BCPT-SIB,2764.5402021575856,10092.001108067696,7162.239103300166,5323.069177074671,3330.5129460249877
EMC2-MUSIC-SWT-PAL-VIB,3092.6513384495424,59809.527802378936,9359.38409330988,6687.987361718143,4350.056854300592
BFT-XMR-CRW-MUE-UBQ,2553.4013428957323,5658.63193801223,4354.349390378473,3593.6455081558292,2994.726592945216
PAX-XVG-GUP-WAX-SLR,2727.001098712847,9837.895180045323,7381.439468589871,6888.4824679384365,4294.2628773103625
BSD-GOLOS-PIVX-NEOS-PMA,3331.2455232542625,6803894.50401271,24069.503155384198,5625.0010141434395,4162.581314406871
CBC-UKG-AEON-QWARK-SLR,3247.556859626596,15839.962747521064,10881.82050094637,9865.1140409701,4909.800970522947
GRS-TKS-PAY-BNT-UBQ,2920.0251811030907,5478.67176618345,4180.3250391444535,3640.4667023013226,3102.540561118261
NEO-KORE-RFR-ADA-BRX,2529.0404763518,13101.824327844526,7810.254463354883,5400.752304409018,2949.700798384906
TX-BTC-STORJ-TRX-STORM,2672.6044444521617,6137.461510578254,4636.2047397323995,3776.2444828319067,3467.887307188126
XMR-CLOAK-REP-GAM-XNK,2582.304534696156,83492.72871667045,9672.995526636882,4789.456197623311,3136.7808067850847
LTC-ZRX-LRC-OK-RADS,2537.258948928124,5418.380650922558,3964.652921567736,3535.371253466102,2976.1217489114756
MORE-XMR-DMT-SBD-BAY,3063.2597511895397,6710.042764537301,5680.294610703192,4672.088569757112,3482.362709053742
GOLOS-BCHSV-EMC2-DOGE-STEEM,3268.408179878312,19820451331.601646,79947.16970719259,16482.60201463104,5590.025911585117
XEL-WAVES-VRC-PART-BKX,3681.405886946978,11591.043280863454,7506.9790372620555,6767.960168472355,4126.324642218877
STEEM-DOGE-BLT-MER-BURST,2742.403005951082,7558.4002822658595,5285.235523949706,4771.054329653574,3399.730909447851
UKG-BTC-MCO-GRS-AEON,2746.8654930375906,6122.541020663742,5081.161296362124,4152.601153640576,4028.229214321106
CANN-LBC-DASH-GNO-STORJ,2726.607004693613,4594.518217062897,4102.330029876915,3959.5181039762183,3144.819456499653
PTOY-QRL-GBYTE-PAL-OK,3375.751714206353,19382.19093168637,7412.473689670777,6819.2467062157775,4461.9671676989565
SYNX-PART-MET-SPHR-GRS,3286.091969352013,17161.128919509873,9264.798188798544,6887.530992035402,3931.057393200437
ZRX-DNT-LSK-TUBE-BTC,2921.216889717575,5738.55565673297,4876.585499156208,3967.506686425247,3329.901496421613
BSD-SYNX-DYN-SRN-GEO,2586.083308523427,15179.565736241704,7476.440790182993,6370.699214111894,6489.206078556356
PAY-BLK-VRC-NGC-MET,3541.285873675788,12445.512850416682,6934.637993233362,4865.141330994602,3634.9098245675236
UP-SHIFT-XWC-SLS-XMR,2899.681284848224,5486.100046570877,4153.776137493849,4465.062005468703,3355.2000309040372
LUN-UBQ-SYNX-DTB-SRN,2348.078402263381,13597.374708190471,8365.294837343463,8397.470832929099,5123.88866685457
SPHR-SHIFT-POWR-MONA-MLN,2866.3019218985673,7259.911328470096,5369.203075043604,4488.147470620854,3243.3128313343427
BURST-NGC-LUN-SYS-FCT,3919.436230858688,18374.346557679757,16304.693419178397,32257.26736339824,7711.522616604356
MER-EDR-KORE-GAM-GBG,2916.5947588574304,22159.49668696737,9855.423985650197,6673.221163576947,3768.1163215642327
CLOAK-XCP-MET-GLD-SPHR,3474.170242868874,21751.50217358255,11302.622813084728,10595.89276688896,4802.477085549128
NBT-NXT-RLC-WAX-PAL,2816.2961622005873,16279.234503546919,5714.136433614233,5531.691492267414,4574.482030433092
IOC-BITB-USDS-STORM-ABY,2589.1703993710234,9359.379791443904,4576.236498511186,3821.9967208555167,3242.408605664277
ENG-SIB-SC-BLOCK-STRAT,2839.6089028373717,6748.5472304948535,4856.11337024889,4163.499802961742,3173.726086306607
AID-RCN-SRN-DCR-SALT,1996.0799872289278,6956.401423559456,6304.963732286207,4953.791979865038,4512.671475847146
NXC-GNT-SBD-DCT-ZEN,2545.652268773464,6335.0458838568,5172.597142414972,5826.69583040102,3051.9807206168653
DASH-POLY-EXCL-AMP-PART,3383.3709396525132,15504.144227632456,7942.464469978937,6507.693377461298,4224.08110446506
VIA-LTC-XVG-SLR-DCT,2614.9210480175634,5316.884447688734,4647.6486979271995,4140.9870777117985,3244.378182219297
ENJ-DTB-SLS-TRX-SYNX,3246.140390151373,13235.869529236668,8504.716756338967,8093.338539901691,3937.24954002729
BAY-USDS-DOPE-BFT-IOC,2633.6114313731805,7551.576893424051,4406.85847189937,3644.8554348317357,3154.9719833421773
RVN-SLR-COVAL-BRK-WAVES,3576.9970201427254,15342.131567203694,11971.215449839123,8528.364642268449,4173.984553647039
ADT-LOOM-MORE-MANA-VTC,2630.7789422497117,7386.255688825535,5638.814317942205,4777.331699109536,3981.7880721869383
SNT-BRX-GNT-XRP-EGC,2653.833930781181,6860.976761941472,5197.376011041289,5074.7111266050315,3392.681944776784
GNT-GRC-SYS-IGNIS-SEQ,2526.7633075844883,6141.514602517189,4620.926399909917,3516.8978218134503,2821.7892569245696
NXT-SNT-NXC-PIVX-LOOM,2551.3427577648667,6092.221441600337,4855.942625972653,5447.637849617924,2736.6475450478392
XDN-GO-SBD-BRX-ENJ,2717.5467470772587,7311.351131728975,5704.097160448046,4947.371898257135,4363.2316460540505
ZEC-VEE-QRL-SWIFT-BOXX,2349.2324583377344,9126.768935318409,5794.221100992701,5168.98161069254,3361.344573278113
OMG-MORE-SWIFT-XWC-PINK,3032.2350494571397,9970.720510590538,5054.082864370253,4354.585320486621,3331.319275826251
ZCL-ADT-RCN-VRM-LRC,2383.220000366683,6697.098327820542,5029.432115959679,3722.6376413704293,2757.13345060097
NXC-UP-WINGS-STORM-KORE,2608.755540565222,17565.788326534086,10636.449303631616,9379.741709893997,3252.3304128232094
USDS-RDD-BITB-QRL-SYS,2637.6101768201984,9653.667752528665,5256.8728301927285,4331.642937488598,3080.7955123294114
SPC-PAL-RVN-VEE-XWC,2586.81224797202,1.1874274878473369e+61,17950.979663589842,17688.718867288,3552.545514732483
PART-DOPE-FLO-UP-EMC,3150.319457277236,17123.1906874607,11356.77457951892,9438.516201764176,4497.031974156635
DGB-OMG-GLD-BURST-BLOCK,3230.7095008078772,8871.74672504239,7620.355030207248,9218.365407455982,4396.866571762768
OMG-IOC-GLD-XEM-POT,3591.031854122465,11321.51867523796,8369.983484993332,10128.801478849502,4777.515670582778
BRX-STEEM-XMY-IOP-NEO,2468.970641369232,7006.673639253555,4912.025011304088,4035.007712918689,2835.443782197303
RLC-VIB-EXP-MORE-EDG,2810.6541050245323,8365.96482467368,5139.335735088867,3866.695580469767,3078.677537014389
TKS-SLR-BCHSV-ABY-IOP,3082.1372983330257,27400754966.727943,87740.9126476811,14630.58864140752,5093.1261248388955
RVR-POLY-GAM-NGC-ETC,2788.3042041112794,5976.205294774222,4236.290596051616,3634.5007332985815,3182.532356712053
SPC-BAT-UBQ-BITB-GLD,3037.323493589065,1.1251902539160641e+61,24857.21267782324,26261.236483807144,5207.634332042177
SHIFT-DOPE-CURE-OMG-NXS,3083.1399301085053,8450.250687775213,6435.369493420614,5230.904063859869,3570.757854431111
BITB-ZCL-FLDC-PTOY-PAL,2762.5482550528777,17179.385442837553,7526.752080838197,6157.035518762838,3920.831409559072
FLDC-RVN-PAX-ENJ-NLC2,2804.9138699595533,12736.67290483921,11254.306182582512,12332.086206158889,4371.484893358977
PRO-XVG-DOPE-LTC-CANN,2500.911266731323,4928.986785025739,4600.7047299419155,4450.66462834994,3609.487038403297
XVG-PMA-LSK-NXS-MANA,3024.9770767091522,3851646.8694760655,15374.418620948783,4764.91275077155,4218.45576831437
DTB-RADS-EMC-PTOY-XDN,2692.716005171898,13235.70367275358,7544.026458877739,6843.482492480627,3652.976742476901
COVAL-DTA-LTC-XST-XNK,2879.0993624649586,109361.13675214592,13394.650165651095,6376.396158159616,3495.645701371777
XRP-NEOS-ENG-GOLOS-EMC,3114.5173037962795,10390.277956312055,7535.686757505767,5500.383765608859,4064.793505412716
GBYTE-MEME-GLD-RLC-GEO,3872.6518135973297,18251.46975395143,11784.59720722785,11851.661556661787,6124.443474786538
ION-AEON-WAVES-NXC-POLY,3523.6050049540986,11264.108716372557,8314.727562328895,9938.645532095828,4255.894877820798
ADA-BAT-ADX-PAL-NMR,3256.334093138699,17365.35449555055,7806.279863853385,6115.150882467591,4682.064448569421
MCO-GRS-GBYTE-EBST-CANN,2964.27536452012,5315.575409052033,4488.435169357884,4007.593247851848,3360.5992069926424
PPC-STORM-CRW-CVC-GUP,2264.292501340449,5778.186799777279,4418.823443027644,3848.458409906576,2890.6900662113308
DTB-MFT-NXC-NXT-SEQ,2578.9336938313945,12684.619383375672,8436.451851280786,7203.395037781271,2913.199713636179
BITB-XZC-VIA-NMR-COVAL,2742.143258431382,6317.829250223131,4914.108551522444,4269.22779507251,3345.502189442193
GRC-SYS-BURST-REP-TIX,3074.893574747181,5210.4228804811655,4724.177821966198,4450.1718745913,3487.7286644482697
SPC-XNK-SBD-ETC-LTC,2433.5801553496553,5.14981982794186e+61,22686.556940178736,10424.821382597776,2700.034224575882
NXS-RVR-CANN-TUSD-BRX,2934.3681970287926,10034.736119225976,8094.749614377375,6405.407943166538,3929.0862564762688
HYDRO-UBQ-EDG-EMC2-CLOAK,2612.98783559731,5745.610415247329,4211.8370420859965,3816.9010917854853,2928.319377203079
OCN-BAT-RVR-WAVES-STEEM,3294.900643334315,9286.233118612296,9673.485501433017,8107.3057806529605,3993.982081170985
PAY-NEOS-NEO-BURST-IHT,3004.604873694351,7662.391340473374,6458.559488414042,5009.402616007397,3611.297699261133
MONA-RFR-EDR-IOC-XST,2915.1001456900776,8943.208517283967,7002.169886809406,5431.214988234742,3344.213599226342
XEL-ENG-TUSD-DGB-2GIVE,2941.575585153289,6775.429075947848,6096.570292368055,5326.928964935397,3589.056909547165
MEME-ADX-DOPE-MORE-GRC,3150.858665502349,9918.872916053497,6722.911788094161,5166.2402893234275,4077.3323852559092
EGC-LRC-HMQ-2GIVE-XST,2856.6324906973687,10181.41519160282,7831.342413350001,6744.110191685171,4721.121405557871
ANT-MTL-UP-TKS-THC,2639.770505084197,8077.280778437054,6135.474136976169,5490.013812288063,3693.50464945981
ETC-PMA-GNT-NLG-RADS,3326.220809545388,4179417.469372768,16997.240510626758,5681.508090899599,3938.378543993353
BSD-BRX-CANN-PMA-WAX,2767.6157131265545,7102706.111825625,22141.549074642222,5448.496526071659,4753.488953176913
VTC-SPC-2GIVE-ABY-EMC,2433.8527417986083,6.915094748221517e+60,15518.131425237825,10613.166183732848,3094.5572981675627
OCN-SRN-EDR-WAX-GEO,2428.4039318493437,12675.55237980405,8280.409549800444,7519.467790315095,5933.508000859845
GNO-KORE-EDR-POLY-STRAT,3162.0293983910638,15122.242072497129,9110.85876006413,6264.377587249594,4191.220447909552
LUN-ETC-SALT-SPC-CVC,2088.195884393617,4.345125694487856e+60,11071.664079286355,9485.922590225373,2788.701765945001
ION-OK-BAT-BKX-BLOCK,2546.2703415284577,5605.708056171412,4621.894364113181,4267.659423674384,3716.6740779375987
MEME-ZEN-ZRX-EMC2-SALT,2617.6069791341483,5743.251079980148,4556.916492927353,4147.3018097689865,3147.53809129717
ENJ-GO-XMY-EDR-VIB,2947.891336827617,8111.166340307165,6044.523250525679,5010.623072407387,4654.529705099505
UBQ-STORJ-MUE-REP-QWARK,3138.7768895434365,8490.335843551755,6810.242037473762,7278.415466591319,4216.7546776352865
RCN-EXCL-BRX-VRC-PAL,3161.1019938668214,48632.210980309355,10356.342825845348,7564.487844751078,4059.099146032149
GLD-RDD-POT-AEON-UP,3358.5517891733634,13955.82944626209,9286.52138877846,11556.383194713542,5310.735710632566
ZEC-NXS-LBC-CRW-EXP,2668.8694497951237,6267.049494192578,4586.972368996848,3978.743365088508,3190.8412928979064
NAV-POT-SLS-TUSD-TRX,3590.396071102524,6554.735991978469,5882.019447262013,6035.641190063581,4461.075422530372
PIVX-LUN-PAL-ENJ-XVG,2970.0457566926448,12068.018579848369,5817.29157293476,5841.811082975871,3876.8386513285454
MUE-MONA-SBD-UKG-GUP,2504.443308953072,6478.3998800691625,5508.199930192249,5043.917699236941,4311.761861072551
EBST-CURE-DGB-STRAT-LUN,2892.955295258374,6022.7172213018075,5499.9677300211915,4916.385866809845,3419.340740717987
XMY-DCT-BRK-GUP-EDR,2774.013590939016,9977.356205468885,7758.8923003554655,5804.686784847697,3999.455280509159
BRK-SBD-DMD-FCT-NEO,4195.67080767532,24862.22391459671,21065.432439281656,28423.55797843957,6161.167157470794
MCO-TX-GEO-ENG-GRS,2798.029368056155,8151.062676932721,5218.753742261382,4109.268877838942,3913.0207190338783
NEO-DGB-LSK-NGC-SEQ,2557.5785100218914,5435.809569380491,4002.926102437789,3131.5305672040304,2675.9357206182585
NXS-BFT-LBC-XZC-ARDR,2782.773719621011,4639.6630932194175,4084.055832632869,3644.905418290355,3085.2639801881737
THC-FTC-SYNX-SBD-EMC2,2693.84927437197,7590.518808742769,5167.6418702076535,4819.210251488935,3384.483934143243
PIVX-QRL-XCP-ZEC-RCN,2772.0701646653847,6561.96268525723,4834.723252001002,4014.703378293891,2986.5321687917512
RCN-MLN-GOLOS-PRO-VIA,2623.6710232447376,5243.107737471378,4677.385085646704,4583.564122105247,3594.3151010546962
GAM-KORE-SWIFT-EMC-LRC,2702.684963317924,25774.292898450996,9492.147572596541,6466.488610392147,3884.6746558834056
XRP-FTC-XCP-BRX-MFT,2742.268216219976,8704.182036303147,6062.183703945518,4636.939708172223,3234.7276923759955
SPC-XEL-BNT-XCP-XHV,2192.7100032028093,5.465860727339056e+60,15272.109653739873,11807.244641935533,4830.49016573262
DCR-RVN-LBC-PPC-REP,2675.662405735789,5405.928088203888,5322.410591894412,4293.956220663204,3135.306067856744
GNT-MCO-NXS-LOOM-UKG,2431.903696583184,6705.397904007354,5571.606663731202,3974.7669052135307,3842.872303973213
ENG-HMQ-SBD-SC-THC,2489.7008717231365,5085.531016156476,4469.5374329774895,4127.76674878916,3386.34280161109
TKS-RDD-IHT-XCP-USDS,2992.8138183138244,12891.043775243425,5421.465374087951,4413.699432994379,3560.2037082008264
STORM-SEQ-BCPT-RCN-ION,2134.629352284649,7986.278262018643,5946.3487177308425,4105.581645199888,2948.5221554879145
SIB-PTOY-THC-MET-NXC,2764.1229130789106,14413.823207408726,7919.4561779123,7650.481178449279,3519.9848859089348
PMA-NEO-THC-ZCL-PTOY,2748.7203670819017,3758955.153857596,14525.117823417891,5125.62628475656,3716.03187017242
IOP-BLK-LTC-EGC-STORJ,3301.0410963495033,8955.390671011579,6619.112045477943,5666.0593076794075,4354.7997117005825
BAT-UKG-NBT-WAX-DMT,2982.956431781279,13065.783649031,8709.666003737855,6124.82700779526,5302.033639071706
GUP-MCO-BLT-DYN-HMQ,2178.209022272639,8443.103919611682,5351.575683699369,3851.6710439425647,2983.8249149353437
DMT-CURE-ANT-RVN-MUE,3519.8839408570343,12688.834219110437,10628.672307405384,7811.245050702266,5189.140088418502
DMD-TUSD-CURE-VIA-KORE,3705.469139288208,17568.86280054255,11165.399071386133,7681.748624249296,4651.20016262942
VEE-MFT-VRM-RVR-EGC,2686.5137691642663,6137.201556538194,4809.2264677872945,4493.044197227635,3352.997018758156
DMD-EDG-TKS-WINGS-NXC,2952.1846361608928,10656.35393303494,7029.420974444961,6677.365763564025,3396.7389811917246
VIA-DGB-AMP-WAVES-GEO,3439.3804521617876,8364.554866461722,6878.012589978485,6183.179942215587,4313.831529187235
SC-ETC-EXCL-PTOY-EGC,3066.9735124880485,12078.60371498184,6604.635034617158,5894.3589868109475,3763.9603828745344
QWARK-GRS-IGNIS-VIA-THC,2862.33809562276,7016.25713263193,5952.138213115062,6359.984326315241,3662.607995324645
OK-SC-TIX-HMQ-MUSIC,2533.644636201453,6305.445266108292,5657.249250849662,4441.27430677825,3359.4521962796343
BLT-EDG-MLN-PAY-BAT,2759.1749195466527,7687.597908957609,5246.558099028859,4390.082234250404,3854.591812808751
EMC2-ZEN-WAX-USDS-NMR,2787.302340723019,12355.9289631148,5265.920057693503,4345.0685795773325,3427.190671218001
UBQ-NEO-XCP-BTC-XST,3210.5585542849603,6437.416787304454,5508.908138196291,4722.43493684007,3335.113099789249
ETH-XCP-PART-RDD-BLT,3033.8412787054,9260.491201318757,6251.618607893859,5189.607281847431,3614.1159693166105
NAV-TUSD-GNO-DCR-KMD,3132.5162895185,5845.230975723114,5635.251715322682,5823.3677324426635,3688.490286645013
ZEC-DTB-EMC2-XMR-GLD,3157.6379806312075,12332.22137536792,9932.878951650486,12516.16933635698,4306.666061619779
DASH-MLN-STORM-BOXX-GRC,2284.925853094602,5478.562990151635,4600.135607645796,4057.40216453938,2947.742484966814
TIX-LRC-EXCL-GNT-CURE,3348.106237802641,15318.684423805184,7977.893378693965,6200.027240967696,4093.9250198213012
PAL-XHV-WINGS-NEOS-BTC,2845.587684675664,23598.29085673153,9199.95906376282,7218.498467709484,6644.976490607328
KORE-LBC-BAY-XHV-EMC,2632.6114961479348,16613.387280361647,9512.94540411276,7159.377657767795,7279.164602188822
ZCL-DOPE-ETC-DYN-LOOM,2444.792738247016,7382.209100920055,5368.550564684546,4991.346924068797,3348.361595728713
MUSIC-XZC-MANA-ION-VEE,2517.7847170193604,5294.70868945503,5269.546172041939,4293.5736117696415,3808.8594014199775
STEEM-SIB-POLY-KMD-NBT,2786.567849939945,8625.405248742658,5655.741874062409,4613.461110241838,3635.7051906533934
KMD-MFT-DASH-BRK-DYN,2665.365418421411,8225.601836689246,6290.673139914452,4477.3861723369,2913.274404205589
PAL-NXC-SHIFT-ABY-PMA,3453.4582555858083,13286407.180892864,29486.531368120555,9572.097774727708,4280.545349680773
DASH-XST-LUN-SYNX-IOP,2773.7905646010586,10573.066113175417,6887.935822051983,6403.297267202146,3774.4223891917536
MONA-MTL-DMD-ZEC-DGB,2614.839902555394,5215.5554025688625,4789.0292873176,3761.5226849025407,3084.104431576809
PAX-BLK-XST-MLN-DNT,3739.958188508279,15367.802449095278,11546.702577003203,8989.373245993873,4216.93155884362
GNT-MORE-ANT-DTA-WAVES,3525.9883444200195,9873.18121527279,7686.588981529293,6826.566073117439,3853.615397157199
RVN-PAL-SALT-ARK-GNO,3010.671100862858,15878.0191094075,8274.015199423979,7272.927861868998,4639.600294642414
ADA-OCN-FLDC-SYS-ETH,2217.0413668997794,4782.763249467458,4313.705733735032,3488.2232233564864,2646.250292077595
SALT-DMD-RCN-PRO-ANT,2550.973571387605,5496.068820831618,4866.942051320118,4826.070710122593,3433.3037857388763
EBST-UP-RDD-OK-UKG,2381.2776024069517,6713.464444095781,5563.082000883009,4762.060283809398,4367.3873631794395
IGNIS-DOGE-ZEC-GNT-BCHSV,2943.092250241861,15216714636.947525,63499.07439329546,12517.800014292518,5253.383224326998
CANN-GRC-TRX-QWARK-LOOM,3140.7764479583507,7086.812272668514,6168.469114980168,7244.773524626303,4121.800623419311
SYNX-MUE-SPC-GAME-BRK,2684.952303544251,1.4052051733364847e+61,23657.74166133839,14467.481492481947,3331.350875916425
BLOCK-TUSD-NLC2-UPP-BURST,3209.704926658233,12289.209698591765,10837.105565891992,10508.378180021733,4912.226979092108
XEL-PPC-BCHABC-MORE-CURE,2701.813239112513,11587.996749981534,8629.429142225481,7317.3717904998,3128.534679498047
MUE-GEO-ADA-IGNIS-LSK,2727.8380089398443,5229.31697607622,4303.715555935256,4023.2493657946693,3439.741016587241
ZEC-DTB-GTO-BITB-EXP,2540.9216173124555,8146.092070825879,6428.315155967724,6085.09229426045,3601.5679210547587
BAT-GAME-MET-GUP-2GIVE,2589.743067025376,7624.942388272058,5813.07490795304,4913.302873340323,3917.1507703544494
LBC-EGC-XMY-VIA-QWARK,3330.8730375202385,8591.320961365429,6857.57942010305,8093.168776277863,4630.64398096159
SEQ-XRP-XLM-DMT-SIB,3186.701924453844,12630.05624848245,8054.043201499818,5123.594058800138,3972.2244685017513
PTOY-STORM-ZEC-EBST-KORE,2604.94773664711,10776.070823418982,6610.333223944443,5065.384672257882,3382.494161807273
BFT-ARK-BCPT-SNT-LRC,2361.4065938478493,5530.7328053964075,4968.6625980815525,3818.870031004161,2864.544291938242
GRS-CBC-LTC-SPC-NXC,2692.652050512896,6.465749947561237e+60,15860.778638424665,14094.670865177783,3036.5962238976476
VRM-PART-FLO-DASH-STRAT,3367.7501947764067,10010.302424479898,7659.5355622616125,6896.331457695293,3685.5962889617495
XDN-SHIFT-UKG-NGC-GBG,2803.764484658805,9611.97380171905,6012.819052509541,4895.024325730761,4111.7331884778005
TUSD-QRL-VEE-GAM-BRK,3209.745839448115,13222.540374753606,9807.00009319894,6814.735052088745,3667.0774708963017
XVG-LTC-SYS-TIX-RCN,2616.692753137337,5003.780624389461,4268.456430147085,3699.939460162259,2917.1468745264715
BNT-PAY-SNT-LSK-NGC,2776.9808094785326,4228.834027109956,3685.7385099783264,3339.7445492944253,2859.206338096579
AEON-IOP-DCR-LOOM-ARK,2515.557165949013,5700.809627377169,4573.412418769072,3733.187439275282,3048.026401179224
XMY-MORE-GNT-ION-BAT,3005.620548526972,6136.201847497055,4787.431051169978,4160.476587885562,3631.1623510239215
GNT-BRK-THC-BFT-GOLOS,2979.492533074145,7533.408197486121,6332.236345077572,4770.869507667158,3422.0324984454687
