portfolio,total_fees,num_trades,num_trades_saved,end_price_HODL,end_price_rebalanced
LSK-SC,115.96296910670294,166,0,10374.429104781262,4233.000696236912
STEEM-GNT,218.3720403055087,140,0,6046.302943992613,8903.086063667473
BAT-DOGE,335.8785193790111,160,0,12814.598413297705,9135.866923624993
SC-GNT,161.83937241705686,162,0,6536.845649582024,5222.852705877867
PIVX-NEO,289.23991273424963,166,0,14418.761025667229,8440.443974159363
XEM-SNT,499.789841925933,146,0,6132.112980942452,36392.103072953
FCT-STEEM,241.9296067639466,160,0,4196.9555131503885,10973.601150092218
OMG-NEO,205.0650786030737,154,0,25972.79037400308,12534.435591716272
QTUM-DGB,508.3358196107668,158,0,9875.808587821952,19349.071595026173
ETC-OMG,303.367024287187,148,0,17455.354833485464,20766.22627057005
LTC-QTUM,238.9242505118241,144,0,8782.914082901632,8709.090436468494
XMR-PIVX,706.3971690235683,172,0,11250.411566631863,18054.99521147811
XEM-OMG,214.39281719842782,170,0,17083.581079597036,12994.50876040495
XMR-LSK,485.16649742843225,190,0,15526.280937869657,19081.924277398444
GBYTE-LSK,176.34123439457616,154,0,7841.363368143035,11565.233776545214
QTUM-GBYTE,204.83441203218803,146,0,4295.932372878343,11136.36739117076
XLM-WAVES,198.96216024524404,202,0,50536.3656273075,4719.597083622686
ETC-GNT,331.9089436928594,132,0,6339.611401188159,16431.775128288522
XEM-ZEC,245.00522945230279,152,0,5845.246147580634,8931.871837036462
SC-BAT,141.28044781651903,156,0,11173.499898688653,3938.251594257402
GBYTE-PIVX,330.52802435226386,170,0,3565.4939969052443,11611.95549571634
DGB-GNO,684.8874564968846,142,0,7122.7358771479285,27370.980914254145
LTC-XMR,452.8527499780097,152,0,13711.457751034699,18287.46230746669
ETH-REP,170.4772244859675,75,75,10475.155956451666,16510.823053755215
DGB-DASH,451.3247038917863,116,0,9840.883685520848,18182.03719064329
STEEM-WAVES,236.90138007473647,130,0,5256.031423254677,7707.546110142022
XMR-WAVES,617.0269512754242,158,0,10898.425961932478,19316.459516542356
ETC-ETH,201.53616530971362,56,56,9106.12688445069,20409.462794044466
XEM-BAT,164.40237852335537,144,0,10604.49189640636,7465.804818986249
OMG-SNT,657.2161001710367,168,0,17748.020120542824,56375.31702159282
QTUM-PIVX,310.3052247246409,170,0,6321.867898498796,8378.876668248835
XRP-XLM,187.90052088360864,164,0,55125.242652369474,5777.886006784882
XEM-XMR,331.56195586389396,148,0,11188.533775367348,16747.09807212381
NEO-LTC,92.71478868216424,78,0,16879.807210070063,7328.018906430747
XMR-REP,574.8639549072528,166,0,12929.336601256753,22865.770616941074
GBYTE-STEEM,153.85650064918846,140,0,3582.081502333609,9407.707202656376
GNT-QTUM,282.9916368635073,152,0,6760.153814537347,10717.594786910402
BAT-XEM,164.40237852335537,144,0,10604.49189640636,7465.804818986249
STEEM-NEO,137.36881813469486,122,0,14435.348531095591,6676.173639410132
SC-DASH,178.2650881694074,148,0,6794.073207215466,4336.484025495303
GNT-ETC,331.9089436928594,132,0,6339.611401188159,16431.775128288522
STEEM-REP,207.66056134987969,150,0,7286.94206257895,9077.245282544462
XEM-DGB,333.8130714414367,152,0,9083.492420584336,17834.086792118065
XLM-DOGE,215.23138140911624,200,0,53036.57995763371,5139.373949707951
ETH-LTC,154.9437891764339,55,55,11257.277106229614,13579.360569317578
XLM-QTUM,170.05121819076643,192,0,51618.78960797998,4516.038180665558
LSK-ETH,370.5591661101398,196,0,13072.10029306457,14092.501880095937
FCT-REP,196.86585841129357,166,0,5859.2930423469115,14784.285824106111
XLM-DASH,238.9944301998345,190,0,51583.864705678876,4758.533351938042
DOGE-ETH,406.3243801935253,156,0,10944.459647453603,14884.414824767937
GBYTE-ZEC,316.7459012944555,170,0,3881.1884132246973,13021.813143939524
ETH-QTUM,196.8088594727202,78,78,9526.669297799875,13902.783084499675
GNT-GBYTE,215.30880152109023,142,0,4003.779912943796,13794.436452638653
BTC-DASH,115.95130760061147,60,60,10967.435459011911,10960.1486282585
ZEC-XLM,290.18602150996884,194,0,51204.04564832634,5484.168154790244
FCT-DOGE,347.3128186122237,202,0,6328.596733348849,14508.447344743647
BTC-XLM,78.74450527689102,81,81,55568.84369482112,5754.361647412001
XEM-GBYTE,146.14144446973327,150,0,3503.6162056407256,10797.778736145816
REP-SC,141.72404384747324,164,0,7777.48476816836,5366.338606944548
GNT-XLM,222.3198613488865,192,0,51326.63714804544,6051.348098975537
XRP-XMR,566.3098488986312,174,0,15487.302986994453,22683.718714071045
SC-DCR,87.1256218877023,138,0,9323.77950846332,2634.1824563604177
NEO-WAVES,192.1706229469154,132,0,14066.775420967842,8499.584664237329
XMR-LTC,452.8527499780097,152,0,13711.457751034699,18287.46230746669
FCT-WAVES,146.7570801689433,124,0,3828.382403022639,11087.164706423937
PIVX-QTUM,310.3052247246409,170,0,6321.867898498796,8378.876668248835
ZEC-QTUM,371.7484165602526,168,0,6637.562314818249,9947.939681956268
GNT-DASH,310.69980873653475,130,0,6725.228912236244,10750.426064625672
SC-ZEC,210.57813932027153,174,0,6414.254149862924,4613.900004655238
QTUM-DASH,245.14734370355953,118,0,7017.38137217079,8843.898359914176
STEEM-OMG,194.27484641879946,150,0,17162.046376289916,10869.661674374234
GBYTE-REP,229.1335793683872,164,0,5244.419031530131,14490.713808593931
ETH-GNT,195.02946353327405,67,67,9234.516837865329,16763.340343707398
ZEC-DGB,583.5130902083897,140,0,9461.064628168306,18871.095629493873
GBYTE-DCR,147.52115229595145,154,0,6790.7137718250915,7235.1558659415705
QTUM-BAT,262.6161122901641,144,0,11396.808063643977,8214.605987128054
REP-DCR,173.23406693078297,150,0,10495.574332070431,6900.487583803297
XMR-DGB,720.4886065204231,126,0,14804.35225595502,34938.20536908668
OMG-XEM,214.39281719842782,170,0,17083.581079597036,12994.50876040495
LTC-GBYTE,140.26004583323547,108,0,6026.54018130808,10971.363742012927
DASH-DOGE,257.51561262679894,140,0,8435.171721824516,8814.551255390317
STEEM-SNT,543.5541990142999,148,0,6210.578277635335,30893.20319290691
XMR-DCR,347.3566806325568,174,0,14475.631341551714,11073.382741634896
XLM-REP,152.18040516617995,172,0,52567.276266631765,5522.270022041612
GBYTE-DASH,259.783439312799,152,0,4261.007470577239,11708.838546839437
XRP-ETC,242.81308864820264,110,0,10138.216905512194,16026.195495374208
ETC-BAT,301.7742205703569,148,0,10976.265650294788,12313.713033721771
ZEC-ETH,279.0326893319601,73,73,9111.925338146231,15593.14815018986
SNT-GNT,989.7642681775861,204,0,6632.276688245523,51283.361989698176
SNT-ZEC,978.744174930627,188,0,6509.685188526425,42460.24133643965
SC-LSK,115.96296910670294,166,0,10374.429104781262,4233.000696236912
FCT-NEO,221.41406927306687,176,0,13007.699510863556,12619.714800619735
LSK-DOGE,251.13546836854158,176,0,12015.527619390316,9732.534469550044
REP-QTUM,288.7237148685079,180,0,8000.792933123684,11006.491016667163
SNT-XMR,1365.4688143646897,182,0,11852.972816313137,81583.59519540105
STEEM-XLM,154.23052657342362,178,0,50904.93873743525,3802.192672157708
ETH-PIVX,555.9264449419753,154,0,8796.230921826778,14013.788697603053
SC-NEO,104.26702809862094,142,0,14925.891236685002,4020.2293988442807
BAT-ZEC,398.6089049953042,168,0,10982.064103990331,8981.537336373283
FCT-ETC,373.1456843929555,178,0,4490.263970345935,21378.2417203808
ZEC-DASH,398.12129814056715,142,0,6602.637412517143,9546.88159337213
BTC-QTUM,121.26361714216694,83,83,11002.360361313014,11081.597298885892
STEEM-DASH,196.81603120928264,100,0,6303.530501626056,7128.539638277729
STEEM-PIVX,268.85519801713554,122,0,5608.0170279540625,6787.362053304556
DCR-BAT,164.63649841553072,156,0,13891.589462590726,4837.206596083361
DOGE-BTC,140.34233353943236,78,78,12420.150710966744,12740.537376985365
XEM-LTC,139.98748159562297,110,0,7990.597915664015,8299.072898926097
OMG-LSK,207.52545959322416,158,0,21421.328242099342,13215.538684321848
SNT-STEEM,543.5541990142999,148,0,6210.578277635335,30893.20319290691
STEEM-SC,127.3471653182092,160,0,6115.147238971837,3602.6055916801984
WAVES-SC,152.26449713360475,152,0,5746.574128844086,4520.080891954539
ETH-DGB,358.9910323561565,74,74,12350.171611149937,30239.36801860047
XEM-REP,155.4867202006299,132,0,7208.4767658860665,9903.104748518064
GNT-DCR,187.76838762684298,140,0,9254.935213484096,6692.666754378139
GNO-GNT,460.0674311487113,152,0,4007.081103863324,16123.297137087513
LTC-DGB,382.9960961596764,128,0,11606.416396251687,18752.43348668725
QTUM-STEEM,207.36438596828523,132,0,6338.455403927162,7287.180370946466
DOGE-XEM,202.73982803008596,156,0,7677.780456888006,9049.79225598169
PIVX-REP,349.8389058959494,164,0,7270.354557150585,10680.461534293141
LSK-XMR,485.16649742843225,190,0,15526.280937869657,19081.924277398444
ETC-DGB,568.9669476473865,154,0,9455.266174472763,29743.19790765104
WAVES-GNO,417.1191629717434,162,0,3216.8095831253863,13506.429544395516
ZEC-ETC,489.06847148363596,154,0,6217.019901469062,15662.455310891233
DCR-XEM,112.29953621729098,132,0,8754.771506181029,5089.208380401151
OMG-SC,163.59836145745479,174,0,17652.589081879327,6701.923944695114
ZEC-BAT,398.6089049953042,168,0,10982.064103990331,8981.537336373283
GNO-DASH,419.00412887393503,132,0,4264.308661496766,12647.404630472261
ETH-ZEC,279.0326893319601,73,73,9111.925338146231,15593.14815018986
SNT-DASH,616.4378416259517,152,0,6889.504245878965,36920.24342441476
LTC-BAT,216.78456758744048,130,0,13127.415872073714,7967.614453223154
XRP-OMG,280.84557660379244,166,0,21382.350291224142,16545.506087188292
BTC-ZEC,128.12334741335047,57,57,10587.616401659372,11694.69174698615
SC-STEEM,127.3471653182092,160,0,6115.147238971837,3602.6055916801984
SNT-PIVX,893.8985993826262,160,0,6193.99077220697,38144.831135676206
DCR-BTC,62.10014717060858,63,63,13497.141760259768,6747.571754052045
REP-WAVES,173.91536542739777,128,0,6918.368952451198,9890.057762997372
DOGE-PIVX,402.59394314630094,154,0,7739.658248152523,9673.825616090206
DOGE-QTUM,305.819348616956,172,0,8470.096624125621,9788.852310403194
SNT-SC,392.9892041328777,154,0,6701.120983224745,19434.060927947517
XEM-SC,91.85470764796112,130,0,6036.681942278954,4058.1357217849772
XMR-GBYTE,406.0334954104818,156,0,9224.476041011412,23380.703993908297
FCT-GNO,473.75916147016625,198,0,2157.7336730210986,20319.49923122321
BTC-FCT,124.15169333899756,79,79,8860.860470536245,16920.611995282197
DGB-DOGE,559.9275565159282,158,0,11293.59893747568,20640.602666596766
XLM-GNT,222.3198613488865,192,0,51326.63714804544,6051.348098975537
FCT-XEM,206.12311602371764,178,0,4118.490216457506,12511.639438110278
FCT-DASH,256.38540924727386,148,0,4875.881481394018,12456.208513432994
OMG-ETC,303.367024287187,148,0,17455.35483348546,20766.22627057005
PIVX-FCT,308.0043419768224,156,0,4180.368007722022,11957.23771202247
BAT-LSK,198.51792711734083,152,0,14942.239058908666,8024.189763321021
GNO-SNT,1292.378375241046,178,0,4171.356437506045,62415.2357558492
DASH-XMR,566.4368692853465,136,0,11945.92504030386,17853.43243756725
XRP-LTC,163.33137444865363,98,0,12289.367127291122,10301.469526989324
PIVX-GNT,444.45276748051214,150,0,6029.715438564249,11387.824697668493
NEO-DCR,120.21196256797774,138,0,17643.980800587076,5128.751424911119
STEEM-LSK,173.08610431974967,170,0,9883.886399191852,7397.605976119498
DGB-SNT,1149.7382036367246,152,0,9747.931461530126,80078.46911431852
GBYTE-DOGE,314.3109527280555,196,0,5713.722722532069,13747.103363980008
PIVX-SC,222.4730129084855,158,0,6098.55973354347,4419.584130850492
LSK-REP,248.42753699354066,182,0,11546.223928388377,11470.249207069683
SC-ETC,174.86212222760471,148,0,6408.455696167382,6734.268897086919
ZEC-XRP,340.9806029211712,142,0,10144.015359207735,11430.813217377994
GNT-ETH,195.02946353327405,67,67,9234.516837865329,16763.340343707398
FCT-BAT,269.6526351533269,170,0,9255.308172867204,11762.970815016299
ZEC-LSK,352.4366224739725,182,0,10182.99331008294,10336.678117286234
GNO-LSK,334.29594892583475,174,0,7844.664559062562,13284.22735951324
XRP-DASH,275.46086950020737,114,0,10523.834416560278,10502.481350282847
WAVES-XRP,292.1905440388399,146,0,9476.335338188901,11537.361124308649
QTUM-DCR,187.419553086164,158,0,9547.087673418644,5675.053095478995
GNT-NEO,163.84263682175802,106,0,14857.046941705781,9409.018311777249
GBYTE-OMG,263.7882230849894,180,0,15119.523345241101,18524.474230992208
NEO-ETH,124.23602641464964,60,60,17623.56242496831,12174.065781837722
NEO-DOGE,214.67293354608805,138,0,16566.98975129405,9171.853814510807
PIVX-LTC,363.0952332379724,162,0,8052.4757069285315,8739.716101865857
XLM-BTC,78.74450527689102,81,81,55568.84369482112,5754.361647412001
ZEC-XEM,245.00522945230279,152,0,5845.246147580632,8931.871837036462
WAVES-ZEC,383.678251666258,162,0,5555.138334145765,10518.71773597766
BAT-GBYTE,158.40086846966835,116,0,8640.434162050424,10029.687475973795
GNT-LTC,213.80233058323705,102,0,8490.761622967086,10228.503837860113
DASH-GNO,419.00412887393503,132,0,4264.308661496766,12647.404630472261
XEM-LSK,152.47499790892164,168,0,9805.421102498969,8485.756572628014
GBYTE-XEM,146.14144446973327,150,0,3503.6162056407256,10797.778736145816
GBYTE-GNO,328.05941386685987,162,0,1542.8596622043185,16921.98790809964
SNT-OMG,657.2161001710367,168,0,17748.020120542824,56375.31702159282
OMG-FCT,306.5925356557434,168,0,15734.397356057878,20603.51220727445
BTC-ETH,125.97914734296063,51,51,13476.723384641002,16176.917596346078
LTC-NEO,92.71478868216424,78,0,16879.807210070063,7328.018906430747
XLM-ETH,119.27309225584466,85,85,54093.15263130797,7189.143766486062
PIVX-XRP,380.966425407914,136,0,9828.320942888284,10608.109638377182
XRP-SC,164.2808154090198,160,0,10335.45115390606,5335.570570593632
XMR-ZEC,560.0468873060603,128,0,11566.105982951318,17077.095216526548
PIVX-LSK,302.53148432726135,160,0,9867.298893763487,8877.061839498467
XLM-DGB,310.99486958191557,164,0,54442.29192133004,9753.191567839243
GNT-DGB,484.04512925138613,138,0,9583.656127887403,23189.759085255337
DCR-GBYTE,147.52115229595145,154,0,6790.7137718250915,7235.1558659415705
LSK-GNT,238.8619555941994,166,0,10305.584809802041,10837.718121559847
LTC-OMG,274.13508247164737,162,0,19606.505055264388,13998.019069450707
REP-DGB,450.452889167888,158,0,10824.295246473741,23671.43223255227
XMR-XLM,369.51608774212923,188,0,56547.333276113044,9589.839568827663
DASH-LSK,196.16942990733406,132,0,10562.81236743548,8563.216780561594
SC-XMR,307.37519454751134,164,0,11757.541777649638,8969.335239710943
WAVES-OMG,319.4230291854209,172,0,16793.473266162167,14449.583094371943
